Tiempo (s),Velocidad (m/s)
5809.207547169812,4.4863254823107755e-11
5809.358490566037,-2.186855089010264e-14
5809.509433962264,-4.264218159180355e-11
5809.66037735849,-5.212964244519752e-11
5809.811320754717,-1.3265860764430267e-11
5809.962264150943,5.60258233645324e-11
5810.11320754717,1.0812786165606677e-10
5810.264150943396,9.415594425645815e-11
5810.415094339623,9.065491022196344e-12
5810.566037735849,-1.3382747594466382e-10
5810.7169811320755,-2.1043932274999536e-10
5810.867924528302,-1.8613725122161935e-10
5811.018867924528,-5.552621367982154e-11
5811.169811320755,1.6026866372868635e-10
5811.320754716981,2.5255139927011734e-10
5811.471698113208,2.411181316627778e-10
5811.622641509434,6.200043063832417e-11
5811.773584905661,-1.749491606744995e-10
5811.924528301887,-2.4262739669293777e-10
5812.075471698113,-2.0801735267971178e-10
5812.226415094339,2.226914257464135e-11
5812.377358490566,2.445410664891391e-10
5812.528301886792,2.584199008011881e-10
5812.679245283019,1.6265524017412119e-10
5812.830188679245,-1.2448485947780877e-10
5812.981132075472,-3.229583666926706e-10
5813.132075471698,-3.235370404861462e-10
5813.2830188679245,-1.4473899679765564e-10
5813.433962264151,1.6639873922752843e-10
5813.584905660377,3.092219009808131e-10
5813.735849056604,3.1185176920364576e-10
5813.88679245283,9.160716003449846e-11
5814.037735849057,-1.8272970633455113e-10
5814.188679245283,-2.472850312214323e-10
5814.33962264151,-2.0482052597357727e-10
5814.490566037736,4.0176944549762786e-11
5814.641509433963,2.337508509463231e-10
5814.792452830188,2.2718560044897243e-10
5814.943396226415,9.601372564159902e-11
5815.094339622641,-1.8158701953687347e-10
5815.245283018868,-2.9405582520192836e-10
5815.396226415094,-2.9487568535248056e-10
5815.547169811321,-5.5863634918999165e-11
5815.698113207547,2.455108576996165e-10
5815.8490566037735,3.383685310091323e-10
5816.0,3.201929071731043e-10
5816.1509433962265,6.415601401003667e-11
5816.301886792453,-2.2548497047510193e-10
5816.452830188679,-3.130089125246091e-10
5816.603773584906,-2.934170367263741e-10
5816.754716981132,-7.98427531893271e-11
5816.905660377359,1.6005078437594862e-10
5817.056603773585,2.456919987303087e-10
5817.207547169812,2.2500655447051622e-10
5817.358490566037,9.8207016215829e-11
5817.509433962264,-6.897998237965739e-11
5817.66037735849,-1.5788878545809014e-10
5817.811320754717,-1.7702614576783273e-10
5817.962264150943,-1.2831422411373511e-10
5818.11320754717,-4.6318419777049286e-11
5818.264150943396,3.935820084040781e-11
5818.415094339623,1.1251197461176781e-10
5818.566037735849,1.6154765203846603e-10
5818.7169811320755,1.693202490527747e-10
5818.867924528302,1.1723263255576853e-10
5819.018867924528,1.1002632295844563e-11
5819.169811320755,-1.4336900905566663e-10
5819.320754716981,-2.4411187594501143e-10
5819.471698113208,-2.5335195037817825e-10
5819.622641509434,-1.6519766061194305e-10
5819.773584905661,4.5725397963606114e-11
5819.924528301887,2.3870780124505604e-10
5820.075471698113,2.8800485955309704e-10
5820.226415094339,2.4212548291060176e-10
5820.377358490566,5.650933993591521e-11
5820.528301886792,-1.4261005715741812e-10
5820.679245283019,-2.1796220984872403e-10
5820.830188679245,-1.961060956322491e-10
5820.981132075472,-8.862757897218331e-11
5821.132075471698,4.257086656620451e-11
5821.2830188679245,1.0854560717094224e-10
5821.433962264151,1.0423537355036927e-10
5821.584905660377,5.011191810705853e-11
5821.735849056604,-5.1700387980455214e-12
5821.88679245283,-2.6336417323800018e-11
5822.037735849057,-1.1862449452149465e-11
5822.188679245283,1.2652059252911218e-11
5822.33962264151,1.9102330195384185e-11
5822.490566037736,-8.515334095976774e-13
5822.641509433963,-3.167685445298856e-11
5822.792452830188,-4.855532466892571e-11
5822.943396226415,-3.7466561889773124e-11
5823.094339622641,-5.1680027994334045e-12
5823.245283018868,2.7204268068187993e-11
5823.396226415094,4.037577578045612e-11
5823.547169811321,3.0019799184146874e-11
5823.698113207547,7.589533850653197e-12
5823.8490566037735,-1.009383490034586e-11
5824.0,-1.3408745443568475e-11
5824.1509433962265,-5.245086484406636e-12
5824.301886792453,3.6829164908810945e-12
5824.452830188679,4.488070149964654e-12
5824.603773584906,-3.247142000167397e-12
5824.754716981132,-1.2372158585260991e-11
5824.905660377359,-1.480140184103112e-11
5825.056603773585,-7.9995848375757e-12
5825.207547169812,3.5908080442505574e-12
5825.358490566037,1.253999172703165e-11
5825.509433962264,1.4051718606675581e-11
5825.66037735849,8.79105129160213e-12
5825.811320754717,1.3292398248698655e-12
5825.962264150943,-3.805036110495605e-12
5826.11320754717,-5.054365437304106e-12
5826.264150943396,-3.819301211432546e-12
5826.415094339623,-2.3028579096784164e-12
5826.566037735849,-1.5368428036932733e-12
5826.7169811320755,-1.1767266219679257e-12
5826.867924528302,-6.754489398415617e-13
5827.018867924528,-2.0902916714654632e-13
5827.169811320755,-3.00771216374125e-13
5827.320754716981,-7.299024699842769e-13
5827.471698113208,-2.5018541331262114e-13
5827.622641509434,2.1588602330587745e-12
5827.773584905661,5.59213241884425e-12
5827.924528301887,7.081762773474786e-12
5828.075471698113,3.871985850119691e-12
5828.226415094339,-3.495125433611053e-12
5828.377358490566,-1.030849174990153e-11
5828.528301886792,-1.0703734453921376e-11
5828.679245283019,-2.7921638965414604e-12
5828.830188679245,8.472926073611022e-12
5828.981132075472,1.4053933606183673e-11
5829.132075471698,8.058122970202445e-12
5829.2830188679245,-6.218365101190222e-12
5829.433962264151,-1.7309348668459075e-11
5829.584905660377,-1.4312219777899289e-11
5829.735849056604,3.000956467304215e-12
5829.88679245283,2.1685049630240822e-11
5830.037735849057,2.467622089722322e-11
5830.188679245283,5.6010019358212975e-12
5830.33962264151,-2.2966576007080253e-11
5830.490566037736,-3.679559643559239e-11
5830.641509433963,-1.9664166098121545e-11
5830.792452830188,1.9672404682346997e-11
5830.943396226415,4.920906039652413e-11
5831.094339622641,3.698189183822468e-11
5831.245283018868,-1.968360332345319e-11
5831.396226415094,-8.331701989309518e-11
5831.547169811321,-9.769352640244113e-11
5831.698113207547,-3.689567318523346e-11
