Tiempo (s),Velocidad (m/s)
28482.11320754717,1.1275926573991076e-10
28482.264150943396,-6.253936441023717e-11
28482.415094339623,-2.065420728087115e-10
28482.56603773585,-2.302218475327625e-10
28482.716981132075,-1.147379010699127e-10
28482.867924528302,7.907105456754201e-11
28483.01886792453,2.4591479150953464e-10
28483.169811320753,2.9440864303956854e-10
28483.32075471698,1.9582930469570025e-10
28483.471698113208,-2.224274141733771e-12
28483.622641509435,-2.0253740136041735e-10
28483.77358490566,-3.091351398732417e-10
28483.924528301886,-2.7468466876759813e-10
28484.075471698114,-1.2071318665964555e-10
28484.22641509434,7.726567241421629e-11
28484.377358490565,2.292053813680917e-10
28484.528301886792,2.729350203527103e-10
28484.67924528302,1.9906756357374802e-10
28484.830188679247,4.919218602829456e-11
28484.98113207547,-1.0787815681871052e-10
28485.132075471698,-2.078840369138417e-10
28485.283018867925,-2.1621920833977213e-10
28485.43396226415,-1.3756635390670333e-10
28485.584905660377,-9.294545081946524e-12
28485.735849056604,1.1611919366976695e-10
28485.88679245283,1.9183727115970546e-10
28486.037735849055,1.931143153081409e-10
28486.188679245282,1.2418443136193146e-10
28486.33962264151,1.3840896365026865e-11
28486.490566037737,-9.769741729776811e-11
28486.64150943396,-1.7439622838653093e-10
28486.79245283019,-1.9549705220184148e-10
28486.943396226416,-1.582857672335533e-10
28487.094339622643,-7.415610651485283e-11
28487.245283018867,3.6708224473835354e-11
28487.396226415094,1.4785877562081734e-10
28487.54716981132,2.2736287173985362e-10
28487.69811320755,2.4236618466631097e-10
28487.849056603773,1.7161049025555207e-10
28488.0,2.241694178163676e-11
28488.150943396227,-1.5958274737442296e-10
28488.30188679245,-3.003911262009986e-10
28488.45283018868,-3.2936032329526744e-10
28488.603773584906,-2.1876185016122603e-10
28488.754716981133,-7.216677998036008e-12
28488.905660377357,2.117269237876517e-10
28489.056603773584,3.347540733180967e-10
28489.20754716981,3.042311376833783e-10
28489.35849056604,1.411613484486729e-10
28489.509433962263,-6.56396091992142e-11
28489.66037735849,-2.0932655687591928e-10
28489.811320754718,-2.24804587402478e-10
28489.962264150945,-1.2313388575447912e-10
28490.11320754717,1.9302107852385464e-11
28490.264150943396,1.0931892674289262e-10
28490.415094339623,9.349594648698512e-11
28490.56603773585,-1.0608353471772978e-11
28490.716981132075,-1.2620407065709211e-10
28490.867924528302,-1.645377248179646e-10
28491.01886792453,-8.036846814042069e-11
28491.169811320753,9.606593773386806e-11
28491.32075471698,2.697881075812507e-10
28491.471698113208,3.3104419421201767e-10
28491.622641509435,2.193184845944417e-10
28491.77358490566,-3.372092593425766e-11
28491.924528301886,-3.095514257259759e-10
28492.075471698114,-4.596056735862573e-10
28492.22641509434,-3.8729939677073617e-10
28492.377358490565,-1.1018462339515948e-10
28492.528301886792,2.3759213733589793e-10
28492.67924528302,4.716118504724957e-10
28492.830188679247,4.601020278876614e-10
28492.98113207547,2.0443748434191305e-10
28493.132075471698,-1.5434414584763316e-10
28493.283018867925,-4.1299420540573566e-10
28493.43396226415,-4.2512513416931803e-10
28493.584905660377,-1.9010406573587862e-10
28493.735849056604,1.4500039567372656e-10
28493.88679245283,3.743922139106999e-10
28494.037735849055,3.596477887355158e-10
28494.188679245282,1.1436244632496297e-10
28494.33962264151,-2.0574267442542515e-10
28494.490566037737,-4.0048735095625415e-10
28494.64150943396,-3.486478175552136e-10
28494.79245283019,-8.021438230676679e-11
28494.943396226416,2.4526765003835445e-10
28495.094339622643,4.374101479785164e-10
28495.245283018867,3.877304498043755e-10
28495.396226415094,1.2877474682242083e-10
28495.54716981132,-1.914105974283495e-10
28495.69811320755,-3.9850655082296715e-10
28495.849056603773,-3.892326634825968e-10
28496.0,-1.8212248953657146e-10
28496.150943396227,1.0137305059147297e-10
28496.30188679245,3.085219516294385e-10
28496.45283018868,3.3709132895301703e-10
28496.603773584906,1.8445013203184934e-10
28496.754716981133,-5.7762139742724344e-11
28496.905660377357,-2.56354797634527e-10
28497.056603773584,-3.073761555099756e-10
28497.20754716981,-1.8883361369674392e-10
28497.35849056604,3.0549546162966514e-11
28497.509433962263,2.3016746137094038e-10
28497.66037735849,3.032929946759938e-10
28497.811320754718,2.1457692365239348e-10
28497.962264150945,1.7762843843479484e-11
28498.11320754717,-1.764056724670294e-10
28498.264150943396,-2.6373842914927565e-10
28498.415094339623,-2.0463310153039407e-10
28498.56603773585,-4.2867521242335524e-11
28498.716981132075,1.245432214417017e-10
28498.867924528302,2.061982703615504e-10
28499.01886792453,1.6712021853350388e-10
28499.169811320753,4.2105806556116414e-11
28499.32075471698,-9.237171704393874e-11
28499.471698113208,-1.6596726084688314e-10
28499.622641509435,-1.5111130536221702e-10
28499.77358490566,-6.928658937854322e-11
28499.924528301886,3.0384587882753153e-11
28500.075471698114,1.016360575120105e-10
28500.22641509434,1.2155146051584712e-10
28500.377358490565,9.369711549787911e-11
28500.528301886792,3.906664941443964e-11
28500.67924528302,-1.584072182795261e-11
28500.830188679247,-4.868325256824239e-11
28500.98113207547,-4.879630814558225e-11
28501.132075471698,-2.269236095874653e-11
28501.283018867925,6.370453127926011e-12
28501.43396226415,9.698224001840483e-12
28501.584905660377,-2.6492581540930242e-11
28501.735849056604,-8.419893499066841e-11
28501.88679245283,-1.165759402753493e-10
28502.037735849055,-7.648346359947037e-11
28502.188679245282,4.403190471235459e-11
28502.33962264151,1.9256728179583017e-10
28502.490566037737,2.7648785214241416e-10
28502.64150943396,2.199376359050151e-10
28502.79245283019,2.2808919821674707e-11
28502.943396226416,-2.2245155362173472e-10
28503.094339622643,-3.766778291979787e-10
28503.245283018867,-3.395278873427694e-10
28503.396226415094,-1.1933520243958873e-10
28503.54716981132,1.6342797388761808e-10
28503.69811320755,3.4728008429906967e-10
28503.849056603773,3.314498530828475e-10
28504.0,1.40030477135896e-10
28504.150943396227,-9.619408067154522e-11
28504.30188679245,-2.2871446615500704e-10
28504.45283018868,-1.8989076551756776e-10
28504.603773584906,-3.3119037061786997e-11
28504.754716981133,1.1198160020157163e-10
28504.905660377357,1.3559554377266075e-10
28505.056603773584,2.5580679688117695e-11
28505.20754716981,-1.2758481128207027e-10
28505.35849056604,-1.9999301438942264e-10
28505.509433962263,-1.2580323230875057e-10
28505.66037735849,5.5036712970439706e-11
28505.811320754718,2.2532476152814808e-10
28505.962264150945,2.7243391567282217e-10
28506.11320754717,1.6403853021536224e-10
28506.264150943396,-3.39489499958712e-11
28506.415094339623,-2.0528081033050935e-10
28506.56603773585,-2.593245828956549e-10
28506.716981132075,-1.8207258188137243e-10
28506.867924528302,-3.254488484788897e-11
28507.01886792453,1.0413755388497764e-10
28507.169811320753,1.6873664081338673e-10
28507.32075471698,1.5113527479090115e-10
28507.471698113208,7.864506966331524e-11
