Tiempo (s),Velocidad (m/s)
60852.981132075474,3.9484155270618564e-12
60853.1320754717,-1.489988100042696e-11
60853.28301886792,-9.870510067954376e-12
60853.43396226415,7.752558030383149e-13
60853.58490566038,-1.7687611623153215e-12
60853.735849056604,-2.0402958542735663e-11
60853.88679245283,-4.065904972677377e-11
60854.03773584906,-4.386683884453759e-11
60854.188679245286,-2.3124121551311313e-11
60854.339622641506,1.0878070944165478e-11
60854.49056603773,3.8031727824586754e-11
60854.64150943396,4.3630144117386966e-11
60854.79245283019,2.8049482498618845e-11
60854.943396226416,4.60121363361249e-12
60855.09433962264,-1.1494058461309322e-11
60855.24528301887,-1.3774778193444434e-11
60855.3962264151,-7.088164370868348e-12
60855.54716981132,-1.408443798026093e-12
60855.698113207545,-2.95307384726787e-12
60855.84905660377,-9.775235011271227e-12
60856.0,-1.4543489452041912e-11
60856.15094339623,-1.1321909100161615e-11
60856.301886792455,-5.32610175945222e-13
60856.45283018868,1.1540033646547839e-11
60856.6037735849,1.7698246319127708e-11
60856.75471698113,1.4989561509908338e-11
60856.90566037736,6.242851208263172e-12
60857.056603773584,-2.6387123765795506e-12
60857.20754716981,-7.057175186809828e-12
60857.35849056604,-6.3979759047875984e-12
60857.50943396227,-3.4273531027530765e-12
60857.660377358494,-1.4699205594124738e-12
60857.811320754714,-1.831014262647329e-12
60857.96226415094,-3.283827535979469e-12
60858.11320754717,-3.5884686012945457e-12
60858.264150943396,-1.5272925871662683e-12
60858.41509433962,2.15418959931082e-12
60858.56603773585,5.4115864932065865e-12
60858.71698113208,6.4225101363029185e-12
60858.8679245283,4.747946015206288e-12
60859.018867924526,1.4180500564792862e-12
60859.16981132075,-1.882054870684543e-12
60859.32075471698,-3.805460190401467e-12
60859.47169811321,-3.896688026202073e-12
60859.622641509435,-2.566636716452485e-12
60859.77358490566,-7.257586186209846e-13
60859.92452830189,6.574020553305295e-13
60860.07547169811,9.635925030483124e-13
60860.22641509434,2.425204646175189e-13
60860.377358490565,-7.240764101784278e-13
60860.52830188679,-8.314265598669857e-13
60860.67924528302,5.213146174857722e-13
60860.83018867925,2.7142098110518676e-12
60860.981132075474,4.0244775460879245e-12
60861.1320754717,2.8216008469098355e-12
60861.28301886792,-8.811026158537153e-13
60861.43396226415,-4.866479030394588e-12
60861.58490566038,-6.008933987936789e-12
60861.735849056604,-2.7924749493595455e-12
60861.88679245283,2.934698399789406e-12
60862.03773584906,6.799905025549293e-12
60862.188679245286,5.230569246328231e-12
60862.339622641506,-1.1898361810883711e-12
60862.49056603773,-7.409270865132676e-12
60862.64150943396,-7.60379303500173e-12
60862.79245283019,-3.5385343437411553e-13
60862.943396226416,9.149907022007129e-12
60863.09433962264,1.2526950022366025e-11
60863.24528301887,5.2716953612243364e-12
60863.3962264151,-8.291594826566915e-12
60863.54716981132,-1.715612414933185e-11
60863.698113207545,-1.2357684393597187e-11
60863.84905660377,4.394250879132444e-12
60864.0,2.0111847225093974e-11
60864.15094339623,2.0138028864197304e-11
60864.301886792455,1.171251256519508e-12
60864.45283018868,-2.3696950374543717e-11
60864.6037735849,-3.3960540865702116e-11
60864.75471698113,-1.8460735569681318e-11
60864.90566037736,1.4270021248404125e-11
60865.056603773584,4.144825236036146e-11
60865.20754716981,4.2997993294282975e-11
60865.35849056604,1.631075716487278e-11
60865.50943396227,-2.216014393906376e-11
60865.660377358494,-4.847877239488785e-11
60865.811320754714,-4.668956377975076e-11
60865.96226415094,-1.7800751997737723e-11
60866.11320754717,2.18771305027265e-11
60866.264150943396,5.014388017587391e-11
60866.41509433962,5.064815163260079e-11
60866.56603773585,2.216262011219436e-11
60866.71698113208,-1.9326942881832554e-11
60866.8679245283,-4.891205257626169e-11
60867.018867924526,-4.822917228552815e-11
60867.16981132075,-1.7988158660121698e-11
60867.32075471698,2.1834425221841897e-11
60867.47169811321,4.4869320605844604e-11
60867.622641509435,3.596286581935963e-11
60867.77358490566,1.7953958698832458e-12
60867.92452830189,-3.328163065772954e-11
60868.07547169811,-4.4234519929161755e-11
60868.22641509434,-2.3417523497198924e-11
60868.377358490565,1.3836021959260912e-11
60868.52830188679,4.071276130376494e-11
60868.67924528302,3.889232967452735e-11
60868.83018867925,1.1651884914634188e-11
60868.981132075474,-1.973927209018314e-11
60869.1320754717,-3.290354025972079e-11
60869.28301886792,-2.092093306296692e-11
60869.43396226415,4.013197918581248e-12
60869.58490566038,2.1602741088057015e-11
60869.735849056604,1.946329578388722e-11
60869.88679245283,1.4920114242228045e-12
60870.03773584906,-1.6927118468343007e-11
60870.188679245286,-2.1746610380274932e-11
60870.339622641506,-1.047613888669998e-11
60870.49056603773,7.483519500660559e-12
60870.64150943396,1.920800864125926e-11
60870.79245283019,1.7811135976909778e-11
60870.943396226416,6.084608717081482e-12
60871.09433962264,-7.202671337551313e-12
60871.24528301887,-1.4123754581611931e-11
60871.3962264151,-1.2095326052626701e-11
60871.54716981132,-3.835363031759038e-12
60871.698113207545,5.498801130655142e-12
60871.84905660377,1.1085265588715327e-11
60872.0,9.863717359358995e-12
60872.15094339623,1.3523401740342488e-12
60872.301886792455,-1.1249484214519746e-11
60872.45283018868,-2.0712826280088168e-11
60872.6037735849,-1.8620119933744992e-11
60872.75471698113,-1.5361844948413095e-12
60872.90566037736,2.3969838608196975e-11
60873.056603773584,4.29668235907333e-11
60873.20754716981,4.083121661279572e-11
60873.35849056604,1.3335250864287491e-11
60873.50943396227,-2.8467359258387316e-11
60873.660377358494,-6.214457313475658e-11
60873.811320754714,-6.595935049775088e-11
60873.96226415094,-3.336832836600677e-11
60874.11320754717,1.9901749798632033e-11
60874.264150943396,6.35324121187127e-11
60874.41509433962,7.182414374309561e-11
60874.56603773585,4.0992153223533794e-11
60874.71698113208,-8.546356683861972e-12
60874.8679245283,-4.6571634299128666e-11
60875.018867924526,-5.3054081015777233e-11
60875.16981132075,-2.924240662222717e-11
60875.32075471698,6.317112126523472e-12
60875.47169811321,3.135412456378544e-11
60875.622641509435,3.281941152651801e-11
60875.77358490566,1.2484516096867114e-11
60875.92452830189,-1.578628088672944e-11
60876.07547169811,-3.453190396456264e-11
60876.22641509434,-3.2442829870471534e-11
60876.377358490565,-1.0125016776063455e-11
60876.52830188679,2.0959982360232256e-11
60876.67924528302,4.4816404073273544e-11
60876.83018867925,4.8573796448867815e-11
60876.981132075474,2.845246474155483e-11
60877.1320754717,-7.637819332679123e-12
60877.28301886792,-4.252726486188573e-11
60877.43396226415,-5.793684274604532e-11
60877.58490566038,-4.5161769684894434e-11
60877.735849056604,-1.1380865469619473e-11
60877.88679245283,2.3984489588192327e-11
60878.03773584906,4.1572166217389264e-11
60878.188679245286,3.4652675143368143e-11
60878.339622641506,1.2669743928628571e-11
60878.49056603773,-6.8734531280480484e-12
60878.64150943396,-1.1759371740380263e-11
60878.79245283019,-3.270618460191534e-12
60878.943396226416,6.684603286275727e-12
60879.09433962264,6.489966794952291e-12
60879.24528301887,-5.429585317547128e-12
60879.3962264151,-1.9721306920883347e-11
60879.54716981132,-2.4211042679668263e-11
60879.698113207545,-1.3953559409359357e-11
60879.84905660377,4.8975436268364e-12
60880.0,2.00726272875344e-11
60880.15094339623,2.2543119429776203e-11
60880.301886792455,1.2723870307562814e-11
60880.45283018868,-9.064565775397548e-13
60880.6037735849,-8.93940100475729e-12
60880.75471698113,-7.891041212718625e-12
60880.90566037736,-1.6535713324377584e-12
60881.056603773584,2.8191042903734288e-12
60881.20754716981,1.4886927247358016e-12
60881.35849056604,-3.9670615023910725e-12
