Tiempo (s),Velocidad (m/s)
82469.28301886792,1.7816178555608615e-10
82469.43396226416,1.276270686953448e-10
82469.58490566038,1.0666806942896991e-11
82469.7358490566,-6.68643724094587e-11
82469.88679245283,-7.869807318438856e-11
82470.03773584905,-3.5293851585011993e-11
82470.18867924529,6.8420355822294896e-12
82470.3396226415,2.2896564952659336e-12
82470.49056603774,-4.271280194935907e-11
82470.64150943396,-7.618614105161591e-11
82470.7924528302,-4.8612505837269055e-11
82470.94339622642,3.724743806520554e-11
82471.09433962264,1.2276333965218897e-10
82471.24528301887,1.337122850434061e-10
82471.39622641509,5.889020887021372e-11
82471.54716981133,-9.38696129206722e-11
82471.69811320755,-1.6001090423290708e-10
82471.84905660378,-1.3558958501522556e-10
82472.0,2.178025549046037e-11
82472.15094339622,1.8655568468967863e-10
82472.30188679245,2.0043374873327524e-10
82472.45283018867,1.1447251193970918e-10
82472.60377358491,-1.216299868903597e-10
82472.75471698113,-2.544280293675653e-10
82472.90566037736,-2.587122883146777e-10
82473.05660377358,-9.601568568240345e-11
82473.2075471698,1.4784087661470755e-10
82473.35849056604,2.3342224479613713e-10
82473.50943396226,2.1879880865468147e-10
82473.6603773585,6.239332467415809e-11
82473.81132075471,-7.969192015160047e-11
82473.96226415095,-1.124604003832569e-10
82474.11320754717,-6.367798094690577e-11
82474.2641509434,7.38022808477142e-12
82474.41509433962,2.1483921934348887e-11
82474.56603773584,-3.779226242978768e-11
82474.71698113208,-1.122933930488207e-10
82474.8679245283,-1.1508281392058204e-10
82475.01886792453,-2.984834385490093e-11
82475.16981132075,1.4610193805393146e-10
82475.32075471699,2.1612262047317147e-10
82475.47169811321,1.9369242275451475e-10
82475.62264150943,1.1613292909097165e-11
82475.77358490566,-1.8804164649771066e-10
82475.92452830188,-2.182152406364496e-10
82476.07547169812,-1.5211981166643762e-10
82476.22641509434,7.269333730167703e-11
82476.37735849057,2.0733904128125998e-10
82476.52830188679,2.1146365499881368e-10
82476.67924528301,5.0355489672855976e-11
82476.83018867925,-1.9244352488498614e-10
82476.98113207547,-2.5615232824746554e-10
82477.1320754717,-2.1945160217704122e-10
82477.28301886792,2.2927597150306576e-11
82477.43396226416,2.4651365983136334e-10
82477.58490566038,2.624136214235321e-10
82477.7358490566,1.7844291708764938e-10
82477.88679245283,-5.483670473783222e-11
82478.03773584905,-1.701543966982856e-10
82478.18867924529,-1.692956307360265e-10
82478.3396226415,-5.615436310610168e-11
82478.49056603774,8.094757322879197e-11
82478.64150943396,1.0246466276566635e-10
82478.7924528302,3.135562301240422e-11
82478.94339622642,-1.1163637907307923e-10
82479.09433962264,-1.4859585907390239e-10
82479.24528301887,-9.477881074282358e-11
82479.39622641509,1.0182264059322784e-10
82479.54716981133,2.304996113227723e-10
82479.69811320755,2.3307043029492376e-10
82479.84905660378,9.280789359514875e-11
82480.0,-1.5887282358701673e-10
82480.15094339622,-2.679532174444562e-10
82480.30188679245,-2.714628831375825e-10
82480.45283018867,-8.963976133214679e-11
82480.60377358491,1.6178992156678262e-10
82480.75471698113,2.5993604566468e-10
82480.90566037736,2.5504190624789836e-10
82481.05660377358,8.45085973629889e-11
82481.2075471698,-1.4111903899185074e-10
82481.35849056604,-2.3261270590870228e-10
82481.50943396226,-2.2063885494447154e-10
82481.6603773585,-9.104213565065904e-11
82481.81132075471,1.002180184527743e-10
82481.96226415095,1.9560519749052397e-10
82482.11320754717,1.987042278374168e-10
82482.2641509434,1.0992094298872505e-10
82482.41509433962,-5.2920804088551057e-11
82482.56603773584,-1.6413330463618797e-10
82482.71698113208,-2.0063531624483587e-10
82482.8679245283,-1.4753007779018123e-10
82483.01886792453,-1.6378774747066735e-11
82483.16981132075,1.3471534241248309e-10
82483.32075471699,2.151771280051785e-10
82483.47169811321,2.116291586149164e-10
82483.62264150943,1.241742141577955e-10
82483.77358490566,-5.28244510561959e-11
82483.92452830188,-2.0400642659889639e-10
82484.07547169812,-2.445454399605151e-10
82484.22641509434,-1.9690973521224568e-10
82484.37735849057,-3.8941625322087126e-11
82484.52830188679,1.1800901092412884e-10
82484.67924528301,1.7133304047232381e-10
82484.83018867925,1.410395711951599e-10
82484.98113207547,5.3462374268862104e-11
82485.1320754717,-1.566302716997834e-11
82485.28301886792,-2.484008111064026e-11
82485.43396226416,1.272426174367042e-11
82485.58490566038,3.7922911833020194e-11
82485.7358490566,6.166053739204868e-13
82485.88679245283,-9.26087715458967e-11
82486.03773584905,-1.7319038189596676e-10
82486.18867924529,-1.6670851092280902e-10
82486.3396226415,-6.733336746476774e-11
82486.49056603774,1.317471022753682e-10
82486.64150943396,2.2846689090953804e-10
82486.7924528302,2.2168715189890692e-10
82486.94339622642,8.346860793661811e-11
82487.09433962264,-1.1014018134035696e-10
82487.24528301887,-1.6874453637170026e-10
82487.39622641509,-1.3614600041391997e-10
82487.54716981133,4.336432238220992e-12
82487.69811320755,9.184234684340851e-11
82487.84905660378,8.363435724776878e-11
82488.0,-1.6568050290067903e-11
82488.15094339622,-1.3089428178489373e-10
82488.30188679245,-1.4864339268955049e-10
82488.45283018867,-6.620925123959052e-11
82488.60377358491,1.2658002424947905e-10
82488.75471698113,2.1942475917652677e-10
82488.90566037736,2.1152243671221326e-10
82489.05660377358,6.359062234531874e-11
82489.2075471698,-1.4170765085841854e-10
82489.35849056604,-2.1377395225075164e-10
82489.50943396226,-1.9080026984738636e-10
82489.6603773585,-5.307029968304351e-11
82489.81132075471,8.905343169553662e-11
82489.96226415095,1.3564349355811474e-10
82490.11320754717,1.0109865725073222e-10
82490.2641509434,1.921683486658778e-11
82490.41509433962,-4.3867833560588685e-11
82490.56603773584,-5.006289170243695e-11
82490.71698113208,-1.081687798542274e-11
82490.8679245283,3.052717706252562e-11
82491.01886792453,3.6759045085572405e-11
82491.16981132075,4.278575343516752e-12
82491.32075471699,-3.8691042275256826e-11
82491.47169811321,-5.759182560000904e-11
82491.62264150943,-3.845120064165934e-11
82491.77358490566,3.889860096983123e-12
82491.92452830188,3.969951135383231e-11
82492.07547169812,4.717528650163647e-11
82492.22641509434,2.6446151658091435e-11
82492.37735849057,-3.861776136806172e-12
82492.52830188679,-2.231288276583921e-11
82492.67924528301,-1.9667488671611536e-11
82492.83018867925,-2.992668591598307e-12
82492.98113207547,1.203751131468977e-11
82493.1320754717,1.3429807427808551e-11
82493.28301886792,8.002568784627895e-13
82493.43396226416,-1.5586230497519876e-11
82493.58490566038,-2.2818875590532367e-11
82493.7358490566,-1.4491274866058929e-11
82493.88679245283,4.862339669873973e-12
82494.03773584905,2.2640987201786465e-11
82494.18867924529,2.6546174119088003e-11
82494.3396226415,1.3238242598037358e-11
82494.49056603774,-8.548049873188982e-12
82494.64150943396,-2.3284158110549205e-11
82494.7924528302,-1.9660086199628494e-11
82494.94339622642,1.4127394303628885e-13
82495.09433962264,2.0523840755915863e-11
82495.24528301887,2.3550618229983414e-11
82495.39622641509,3.869602589341915e-12
82495.54716981133,-2.4438752469418434e-11
82495.69811320755,-3.6655510095578567e-11
82495.84905660378,-1.747154593026678e-11
82496.0,2.2921805994065863e-11
82496.15094339622,5.1833149193489564e-11
82496.30188679245,3.794271990818804e-11
82496.45283018867,-2.002392157833044e-11
82496.60377358491,-8.368095239251954e-11
82496.75471698113,-9.722497007116853e-11
82496.90566037736,-3.815837436173012e-11
82497.05660377358,9.463902961789668e-11
82497.2075471698,1.8844968349102823e-10
82497.35849056604,1.8311066426799558e-10
82497.50943396226,7.499370266930264e-11
82497.6603773585,-1.5569388131240447e-10
82497.81132075471,-2.8496648569171423e-10
82497.96226415095,-2.9157653586557127e-10
82498.11320754717,-1.2409198601189907e-10
82498.2641509434,1.5583786016152033e-10
82498.41509433962,2.9665722482731145e-10
82498.56603773584,2.9961414963495774e-10
82498.71698113208,1.1522247181575907e-10
82498.8679245283,-1.4222360654330115e-10
82499.01886792453,-2.2695872610545833e-10
82499.16981132075,-2.1088169408464093e-10
82499.32075471699,-1.8052399909132243e-11
82499.47169811321,1.681589024884612e-10
82499.62264150943,1.8729993727873986e-10
82499.77358490566,1.1055669562857045e-10
82499.92452830188,-9.833331967732536e-11
82500.07547169812,-2.0551617320224335e-10
82500.22641509434,-2.0518150422934247e-10
