Tiempo (s),Velocidad (m/s)
12048.905660377359,-8.309144138671793e-13
12049.056603773584,-5.241462324022297e-12
12049.207547169812,-6.148584596661496e-12
12049.358490566037,-1.6968986826113963e-12
12049.509433962265,5.451493006646375e-12
12049.66037735849,9.384977122066374e-12
12049.811320754718,5.653637016758196e-12
12049.962264150943,-4.175792918126171e-12
12050.11320754717,-1.251383803494814e-11
12050.264150943396,-1.1417222099804533e-11
12050.415094339623,1.4440630911019967e-13
12050.566037735849,1.390463179313268e-11
12050.716981132075,1.7959741321959653e-11
12050.867924528302,6.8266840256677885e-12
12051.018867924528,-1.2409931281453198e-11
12051.169811320755,-2.419837080453213e-11
12051.32075471698,-1.695805236085925e-11
12051.471698113208,6.209445745567535e-12
12051.622641509433,2.848631676835311e-11
12051.77358490566,3.215765984964566e-11
12051.924528301886,1.2770340746318196e-11
12052.075471698114,-1.7136119311209397e-11
12052.22641509434,-3.7446493821706534e-11
12052.377358490567,-3.510613158502064e-11
12052.528301886792,-1.2693678173430693e-11
12052.67924528302,1.4700594827674325e-11
12052.830188679245,3.075731752843741e-11
12052.981132075472,2.848470575186284e-11
12053.132075471698,1.2975816123315737e-11
12053.283018867925,-4.166306408367352e-12
12053.433962264151,-1.3459623392203553e-11
12053.584905660377,-1.2861985169849115e-11
12053.735849056604,-6.942457210581757e-12
12053.88679245283,-1.875838109200596e-12
12054.037735849057,-6.894976777258598e-13
12054.188679245282,-2.035476491849074e-12
12054.33962264151,-2.531661203756369e-12
12054.490566037735,-1.3230800734675102e-13
12054.641509433963,4.228320941945223e-12
12054.792452830188,7.644994353148634e-12
12054.943396226416,7.682149282736318e-12
12055.094339622641,4.1826173662343266e-12
12055.245283018869,-7.954486366054145e-13
12055.396226415094,-4.577104127730697e-12
12055.547169811322,-5.624573205379624e-12
12055.698113207547,-4.217374875627678e-12
12055.849056603774,-1.832342915312425e-12
12056.0,-2.2438869151898577e-14
12056.150943396226,2.601684109963058e-13
12056.301886792453,-1.0659048503597245e-12
12056.452830188678,-2.7627406803899977e-12
12056.603773584906,-2.188238197204004e-12
12056.754716981131,2.9334543559280616e-12
12056.905660377359,1.1260906990318459e-11
12057.056603773584,1.6693412705750267e-11
12057.207547169812,1.2331656882176535e-11
12057.358490566037,-2.834564949516116e-12
12057.509433962265,-2.0923620958530896e-11
12057.66037735849,-2.968898674870081e-11
12057.811320754718,-2.157924093483735e-11
12057.962264150943,-9.086143463651172e-14
12058.11320754717,2.184785626096952e-11
12058.264150943396,3.063233278440289e-11
12058.415094339623,2.1542433499857657e-11
12058.566037735849,1.890915550984041e-12
12058.716981132075,-1.4705691689665135e-11
12058.867924528302,-1.8439570939690266e-11
12059.018867924528,-9.905801112493288e-12
12059.169811320755,1.6529876204220146e-12
12059.32075471698,6.4422787620664305e-12
12059.471698113208,1.7403128781809248e-12
12059.622641509433,-6.775693282184646e-12
12059.77358490566,-1.0372674084552512e-11
12059.924528301886,-4.504322947200112e-12
12060.075471698114,7.694286799699164e-12
12060.22641509434,1.7861259496966606e-11
12060.377358490567,1.8486953738047515e-11
12060.528301886792,8.119549671469966e-12
12060.67924528302,-7.616053642017232e-12
12060.830188679245,-1.9513696467856195e-11
12060.981132075472,-2.0505870653853432e-11
12061.132075471698,-1.014361681417033e-11
12061.283018867925,5.0488628166956616e-12
12061.433962264151,1.5781887447157677e-11
12061.584905660377,1.6022605829980058e-11
12061.735849056604,6.738278607396481e-12
12061.88679245283,-4.9818233206991125e-12
12062.037735849057,-1.07060310820234e-11
12062.188679245282,-6.526055491096124e-12
12062.33962264151,3.64931026661844e-12
12062.490566037735,1.044885902880067e-11
12062.641509433963,6.558212964755354e-12
12062.792452830188,-6.309792959996614e-12
12062.943396226416,-1.7777264436690924e-11
12063.094339622641,-1.7207078926349242e-11
12063.245283018869,-3.0753604285933115e-12
12063.396226415094,1.5062222466737902e-11
12063.547169811322,2.386133207029015e-11
12063.698113207547,1.66813537156267e-11
12063.849056603774,-1.2255819335719263e-12
12064.0,-1.6807819474886214e-11
12064.150943396226,-1.914386477796958e-11
12064.301886792453,-7.421594793145957e-12
12064.452830188678,8.940281424110681e-12
12064.603773584906,1.769790189868535e-11
12064.754716981131,1.2782173799203228e-11
12064.905660377359,-1.841521198995432e-12
12065.056603773584,-1.5841213094386574e-11
12065.207547169812,-2.018314805092938e-11
12065.358490566037,-1.2700066139787827e-11
12065.509433962265,1.7764528810228733e-12
12065.66037735849,1.5246270273198632e-11
12065.811320754718,2.086358261718687e-11
12065.962264150943,1.5866037683976322e-11
12066.11320754717,2.8484158427883976e-12
12066.264150943396,-1.1117152282456593e-11
12066.415094339623,-1.8003172942785076e-11
12066.566037735849,-1.3690508508969408e-11
12066.716981132075,-1.041458510662592e-12
12066.867924528302,1.1446436440343175e-11
12067.018867924528,1.5131552597073727e-11
12067.169811320755,7.372379660501185e-12
12067.32075471698,-6.237411132406136e-12
12067.471698113208,-1.5684562764849766e-11
12067.622641509433,-1.3922053746584744e-11
12067.77358490566,-2.2232226433971392e-12
12067.924528301886,1.0786518127219204e-11
12068.075471698114,1.575688100795794e-11
12068.22641509434,9.682333956999973e-12
12068.377358490567,-2.1284035167403266e-12
12068.528301886792,-1.0552682359238776e-11
12068.67924528302,-9.822572550287844e-12
12068.830188679245,-1.633765568994369e-12
12068.981132075472,6.79708830476915e-12
12069.132075471698,8.771430809211738e-12
12069.283018867925,3.2286621940135608e-12
12069.433962264151,-4.942623230930199e-12
12069.584905660377,-9.206176194199954e-12
12069.735849056604,-6.5342590605890075e-12
12069.88679245283,6.279717137629153e-13
12070.037735849057,6.753312243553456e-12
12070.188679245282,7.673808086354579e-12
12070.33962264151,3.473503696494533e-12
12070.490566037735,-2.1444627113555793e-12
12070.641509433963,-5.070232585745873e-12
12070.792452830188,-3.8222374165171516e-12
12070.943396226416,-1.802979745637547e-13
12071.094339622641,2.675827269851277e-12
12071.245283018869,2.741685660295616e-12
12071.396226415094,4.570827436005786e-13
12071.547169811322,-2.042474985251909e-12
12071.698113207547,-2.7894290851373743e-12
12071.849056603774,-1.400826349557958e-12
12072.0,9.020785236838522e-13
12072.150943396226,2.428376713262292e-12
12072.301886792453,2.2785511792343833e-12
12072.452830188678,8.18174009893887e-13
12072.603773584906,-8.067002347630936e-13
12072.754716981131,-1.5797835717656772e-12
12072.905660377359,-1.2432999196244599e-12
12073.056603773584,-2.9098618394962865e-13
12073.207547169812,5.210220495201748e-13
12073.358490566037,7.137858411888756e-13
12073.509433962265,3.2083439899561525e-13
12073.66037735849,-2.519934950521475e-13
12073.811320754718,-5.631721054727808e-13
12073.962264150943,-4.1866410637974584e-13
12074.11320754717,5.196116244525076e-14
12074.264150943396,5.240762762361042e-13
12074.415094339623,6.975384837493489e-13
12074.566037735849,4.707447749137803e-13
12074.716981132075,-1.7062489890783623e-14
12074.867924528302,-4.811200097971703e-13
12075.018867924528,-6.607561252357443e-13
12075.169811320755,-4.681998982522148e-13
12075.32075471698,-3.610683394631354e-14
12075.471698113208,3.632736159682085e-13
12075.622641509433,4.846047196890974e-13
12075.77358490566,2.65802900017534e-13
12075.924528301886,-1.2575063249277165e-13
12076.075471698114,-3.9876801980446403e-13
12076.22641509434,-3.3950258393042147e-13
12076.377358490567,2.424380962275643e-14
12076.528301886792,4.238103498165462e-13
12076.67924528302,5.364965360806713e-13
12076.830188679245,2.3629284681720053e-13
12076.981132075472,-2.843538849963035e-13
12077.132075471698,-6.37312488226673e-13
12077.283018867925,-5.342863987261679e-13
12077.433962264151,-2.889652643577463e-14
12077.584905660377,5.021965303546116e-13
12077.735849056604,6.464317077107755e-13
12077.88679245283,2.8953388005554463e-13
12078.037735849057,-2.822289480954006e-13
12078.188679245282,-6.095538132046515e-13
12078.33962264151,-4.3617657224501606e-13
12078.490566037735,8.259645669787594e-14
12078.641509433963,5.170500048064687e-13
12078.792452830188,5.255613638149747e-13
12078.943396226416,1.2743478949709312e-13
12079.094339622641,-3.42068969017149e-13
12079.245283018869,-5.335389913099695e-13
12079.396226415094,-3.586688333878049e-13
12079.547169811322,-5.309166894562123e-15
12079.698113207547,2.774021043403057e-13
12079.849056603774,3.8235736599950076e-13
12080.0,3.45680438329742e-13
12080.150943396226,2.0309533540375037e-13
12080.301886792453,-7.481483904789663e-14
12080.452830188678,-4.568218157809775e-13
12080.603773584906,-6.999245268637978e-13
12080.754716981131,-4.4961566904953327e-13
12080.905660377359,3.755866755863862e-13
12081.056603773584,1.2753364701775674e-12
12081.207547169812,1.3852608062870654e-12
12081.358490566037,2.362930925661832e-13
12081.509433962265,-1.5639154702923664e-12
12081.66037735849,-2.515009445860481e-12
12081.811320754718,-1.4123407833418576e-12
12081.962264150943,1.3444771870049338e-12
12082.11320754717,3.626075618513211e-12
12082.264150943396,3.1273950510127794e-12
12082.415094339623,-4.517539250190391e-13
12082.566037735849,-4.57136129270121e-12
12082.716981132075,-5.5328515599422456e-12
12082.867924528302,-1.6929953641688047e-12
12083.018867924528,4.4968012352524205e-12
12083.169811320755,7.843146566825666e-12
12083.32075471698,4.64536612358177e-12
12083.471698113208,-3.5585477401651464e-12
12083.622641509433,-1.0371795415324651e-11
12083.77358490566,-9.451558692451261e-12
12083.924528301886,-1.5413223976947e-13
12084.075471698114,1.1027061297818711e-11
12084.22641509434,1.497139361094552e-11
12084.377358490567,7.299051874769442e-12
12084.528301886792,-7.158817857759388e-12
12084.67924528302,-1.7020234009175878e-11
12084.830188679245,-1.3221812228587897e-11
12084.981132075472,2.55410481970475e-12
12085.132075471698,1.782108595957384e-11
12085.283018867925,1.917682354406397e-11
12085.433962264151,4.165231081487242e-12
12085.584905660377,-1.5829910200996764e-11
12085.735849056604,-2.482000471304997e-11
12085.88679245283,-1.5526638883766324e-11
12086.037735849057,4.7899146827654145e-12
12086.188679245282,2.0560746723646198e-11
12086.33962264151,2.047491811147893e-11
12086.490566037735,5.969618887768076e-12
12086.641509433963,-1.0739223222077293e-11
12086.792452830188,-1.6768983883902117e-11
12086.943396226416,-8.399367087843622e-12
12087.094339622641,6.837878350233811e-12
12087.245283018869,1.6695219637066084e-11
12087.396226415094,1.3673843658935097e-11
12087.547169811322,8.190547646048345e-14
12087.698113207547,-1.4560001152870722e-11
12087.849056603774,-2.079433936715722e-11
12088.0,-1.515708324463426e-11
12088.150943396226,-1.1754833697022275e-12
12088.301886792453,1.350445961972406e-11
12088.452830188678,2.100904875977521e-11
12088.603773584906,1.6850568620973e-11
12088.754716981131,2.7679090855190248e-12
12088.905660377359,-1.305324040351513e-11
12089.056603773584,-2.01668248594814e-11
12089.207547169812,-1.2933704812082503e-11
12089.358490566037,4.462423681538967e-12
12089.509433962265,1.962676415875893e-11
12089.66037735849,2.0346347576810012e-11
12089.811320754718,4.39424926821144e-12
12089.962264150943,-1.718326491674518e-11
12090.11320754717,-2.751140216956433e-11
12090.264150943396,-1.739056799168445e-11
12090.415094339623,6.313856033345891e-12
12090.566037735849,2.5335877525553798e-11
12090.716981132075,2.462604178238362e-11
12090.867924528302,4.873618670606154e-12
12091.018867924528,-1.7750639724863357e-11
12091.169811320755,-2.4671717688746647e-11
12091.32075471698,-1.0059367795302369e-11
12091.471698113208,1.445504257236031e-11
12091.622641509433,2.916637878885059e-11
12091.77358490566,2.181527653100554e-11
12091.924528301886,-3.168404048249569e-12
12092.075471698114,-2.8368033882277016e-11
12092.22641509434,-3.6368432710192735e-11
12092.377358490567,-2.1856829148289316e-11
12092.528301886792,5.596637329988738e-12
12092.67924528302,2.8919779480031544e-11
12092.830188679245,3.486837298160737e-11
12092.981132075472,2.1507478601172678e-11
12093.132075471698,-1.992394342357885e-12
12093.283018867925,-2.1655086484322478e-11
12093.433962264151,-2.6814008851396473e-11
12093.584905660377,-1.5987435286303008e-11
12093.735849056604,2.4718163436937646e-12
12093.88679245283,1.5886508700830486e-11
12094.037735849057,1.595373281656154e-11
12094.188679245282,4.427748260205805e-12
12094.33962264151,-8.757854792281408e-12
12094.490566037735,-1.33905434151159e-11
12094.641509433963,-6.5320117630365615e-12
12094.792452830188,5.972407657989971e-12
12094.943396226416,1.460393923064274e-11
12095.094339622641,1.3417296129148e-11
12095.245283018869,3.835315899982908e-12
12095.396226415094,-7.351649571173334e-12
12095.547169811322,-1.3474126813226407e-11
12095.698113207547,-1.2357798255762782e-11
12095.849056603774,-6.5896448975366e-12
12096.0,-3.7937705703454265e-13
12096.150943396226,3.792105407671632e-12
12096.301886792453,6.078852272134494e-12
12096.452830188678,7.660873856732017e-12
12096.603773584906,8.694066384827977e-12
12096.754716981131,7.879034895193654e-12
12096.905660377359,3.894527930140159e-12
12097.056603773584,-2.8199080568819047e-12
12097.207547169812,-9.642864844485169e-12
12097.358490566037,-1.3148257313900719e-11
12097.509433962265,-1.1244583975789638e-11
12097.66037735849,-4.541831281448088e-12
12097.811320754718,3.919050459986889e-12
12097.962264150943,1.0299645085589075e-11
12098.11320754717,1.1924467406861e-11
12098.264150943396,8.506597387748282e-12
12098.415094339623,2.0888126784416863e-12
12098.566037735849,-4.161525238681417e-12
12098.716981132075,-7.614262762871852e-12
12098.867924528302,-7.384557923974658e-12
12099.018867924528,-4.3902341997767e-12
12099.169811320755,-3.6253132769220635e-13
12099.32075471698,3.1490836487309642e-12
12099.471698113208,4.9278544049585285e-12
12099.622641509433,3.9645514973261e-12
12099.77358490566,1.7290385458178936e-13
12099.924528301886,-4.5102573895012265e-12
12100.075471698114,-6.529449053546744e-12
12100.22641509434,-3.243268750579088e-12
12100.377358490567,4.3844268363813985e-12
12100.528301886792,1.1582381784349698e-11
12100.67924528302,1.276836753831019e-11
12100.830188679245,5.7681622966152234e-12
12100.981132075472,-6.010020554704918e-12
12101.132075471698,-1.5464612406205245e-11
12101.283018867925,-1.6663429037670796e-11
12101.433962264151,-9.077260182861778e-12
12101.584905660377,2.090909620921669e-12
12101.735849056604,9.778501947870548e-12
12101.88679245283,1.0180018901757665e-11
12102.037735849057,5.145272889837561e-12
12102.188679245282,5.830265056706668e-14
12102.33962264151,-8.917863383417981e-13
12102.490566037735,1.979926736262455e-12
12102.641509433963,4.639380856247894e-12
12102.792452830188,3.277515495825563e-12
12102.943396226416,-2.1781752145069126e-12
12103.094339622641,-7.993071849057133e-12
12103.245283018869,-9.849313563480953e-12
12103.396226415094,-6.394043176202225e-12
12103.547169811322,-9.623914944411421e-14
12103.698113207547,5.0349538635056875e-12
12103.849056603774,6.599967040165165e-12
12104.0,5.09933954432131e-12
12104.150943396226,2.6331310117453725e-12
12104.301886792453,6.820924338372056e-13
12104.452830188678,-7.945061322267645e-13
