Tiempo (s),Velocidad (m/s)
56061.735849056604,2.1965633403665373e-10
56061.88679245283,1.5623273946685575e-10
56062.03773584906,1.9160183707222112e-11
56062.188679245286,-1.1610731779224396e-10
56062.339622641506,-1.795830007113359e-10
56062.49056603773,-1.4496019630677693e-10
56062.64150943396,-4.142694338064609e-11
56062.79245283019,6.615490266898758e-11
56062.943396226416,1.1599391741762559e-10
56063.09433962264,8.451691749506628e-11
56063.24528301887,-1.5499211123200734e-12
56063.3962264151,-8.22340574400103e-11
56063.54716981132,-1.004605168865408e-10
56063.698113207545,-3.690903263004469e-11
56063.84905660377,7.618182338159083e-11
56064.0,1.7086098371429437e-10
56064.15094339623,1.8145526788223902e-10
56064.301886792455,8.441144845177522e-11
56064.45283018868,-8.381928988105214e-11
56064.6037735849,-2.36244010200734e-10
56064.75471698113,-2.889759066878212e-10
56064.90566037736,-2.0333127596828307e-10
56065.056603773584,-6.3178147012291395e-12
56065.20754716981,2.192381433453561e-10
56065.35849056604,3.2119148846405425e-10
56065.50943396227,2.7493784286225014e-10
56065.660377358494,9.907074112027269e-11
56065.811320754714,-1.5577699222613544e-10
56065.96226415094,-2.904138299961431e-10
56066.11320754717,-2.8201674733412424e-10
56066.264150943396,-1.3466316673064252e-10
56066.41509433962,1.0940449492004969e-10
56066.56603773585,2.5332463780622117e-10
56066.71698113208,2.629220780841589e-10
56066.8679245283,1.3597323069060783e-10
56067.018867924526,-8.08138257376141e-11
56067.16981132075,-2.186804309262498e-10
56067.32075471698,-2.345695662478061e-10
56067.47169811321,-1.2319133848792768e-10
56067.622641509435,5.5420555559395395e-11
56067.77358490566,1.8062872947420218e-10
56067.92452830189,2.0005156427450808e-10
56068.07547169811,1.1082077701425838e-10
56068.22641509434,-2.664077238255363e-11
56068.377358490565,-1.3322975748005362e-10
56068.52830188679,-1.5737551644452958e-10
56068.67924528302,-9.912288277193116e-11
56068.83018867925,-1.7495459096559485e-12
56068.981132075474,7.878653422415656e-11
56069.1320754717,1.0543707715446718e-10
