Tiempo (s),Velocidad (m/s)
32885.43396226415,-2.321164256899809e-11
32885.58490566038,2.2660303724260694e-11
32885.735849056604,5.081550451652321e-11
32885.88679245283,2.933513665585284e-11
32886.03773584906,-4.174790982933444e-11
32886.188679245286,-1.2469616834449224e-10
32886.339622641506,-1.634820970426005e-10
32886.49056603773,-1.194348033697042e-10
32886.64150943396,-9.910134230887077e-13
32886.79245283019,1.3524482742119356e-10
32886.943396226416,2.1442453449084025e-10
32887.09433962264,1.912283034016971e-10
32887.24528301887,7.978745124272e-11
32887.3962264151,-5.391028008712069e-11
32887.54716981132,-1.3479704971998083e-10
32887.698113207545,-1.2774706775593686e-10
32887.84905660377,-5.821854614871886e-11
32888.0,1.042924421746119e-11
32888.15094339623,2.613685655176304e-11
32888.301886792455,-1.3099005133926165e-11
32888.45283018868,-6.040403230987373e-11
32888.6037735849,-6.020066238735155e-11
32888.75471698113,4.092495403487897e-12
32888.90566037736,9.299955424329292e-11
32889.056603773584,1.3943966103226443e-10
32889.20754716981,1.0163859083655401e-10
32889.35849056604,-1.0467780016513112e-12
32889.50943396227,-9.906115729460155e-11
32889.660377358494,-1.2393519180241383e-10
32889.811320754714,-6.10319057206943e-11
32889.96226415094,3.7976744919760885e-11
32890.11320754717,9.436046257367141e-11
32890.264150943396,6.412996901501685e-11
32890.41509433962,-2.589292941339529e-11
32890.56603773585,-9.753879535931202e-11
32890.71698113208,-8.318406591158575e-11
32890.8679245283,1.7384584123610758e-11
32891.018867924526,1.3090771962428476e-10
32891.16981132075,1.632896014241232e-10
32891.32075471698,7.716878797958891e-11
32891.47169811321,-9.598358837997555e-11
32891.622641509435,-2.1801470584811867e-10
32891.77358490566,-2.1444813552819448e-10
32891.92452830189,-8.347911345560541e-11
32892.07547169811,1.2875069302534453e-10
32892.22641509434,2.267358032049945e-10
32892.377358490565,1.857747762836574e-10
32892.52830188679,2.5540462277048784e-11
32892.67924528302,-1.415236537341573e-10
32892.83018867925,-1.9506149405656842e-10
32892.981132075474,-1.090713108349304e-10
32893.1320754717,8.2837963539754e-11
32893.28301886792,2.0085815799952236e-10
