Tiempo (s),Velocidad (m/s)
25197.132075471698,-3.380363237394341e-10
25197.283018867925,-2.9734737019418533e-10
25197.43396226415,-1.3888412511638699e-10
25197.584905660377,6.431059392104586e-11
25197.735849056604,2.2512222340411435e-10
25197.88679245283,2.8107089991031384e-10
25198.037735849055,2.19264902951309e-10
25198.188679245282,7.776638644990774e-11
25198.33962264151,-7.534541240919345e-11
25198.490566037737,-1.7442657093400965e-10
25198.64150943396,-1.8518100674363607e-10
25198.79245283019,-1.1721389836917657e-10
25198.943396226416,-1.5106961939405732e-11
25199.094339622643,6.696300205114893e-11
25199.245283018867,9.383261301093948e-11
25199.396226415094,6.596228650029987e-11
25199.54716981132,1.4958393952872428e-11
25199.69811320755,-1.9188841961333967e-11
25199.849056603773,-1.5113490642842736e-11
25200.0,1.6071191890257275e-11
25200.150943396227,3.9755430692598436e-11
25200.30188679245,2.4417830576324872e-11
25200.45283018868,-3.210229625548934e-11
25200.603773584906,-9.588496418407105e-11
25200.754716981133,-1.1681805873620503e-10
25200.905660377357,-6.371811683717064e-11
25201.056603773584,4.886204015351931e-11
25201.20754716981,1.6231958151664238e-10
25201.35849056604,2.0643069400131078e-10
25201.509433962263,1.4366702168510295e-10
25201.66037735849,-3.233862088423462e-12
25201.811320754718,-1.5998894626226424e-10
25201.962264150945,-2.4249339732630664e-10
25202.11320754717,-2.0650447499628261e-10
25202.264150943396,-7.421070826885335e-11
25202.415094339623,7.927445974219575e-11
25202.56603773585,1.7118382438794187e-10
25202.716981132075,1.5984705977891394e-10
25202.867924528302,6.687031869934825e-11
25203.01886792453,-4.0006631496814906e-11
25203.169811320753,-9.127681513326447e-11
25203.32075471698,-5.876174888426958e-11
25203.471698113208,2.901830606390095e-11
25203.622641509435,1.0733426904440967e-10
25203.77358490566,1.173743846880889e-10
25203.924528301886,4.3369976224361355e-11
25204.075471698114,-7.748312681336312e-11
25204.22641509434,-1.770974844714504e-10
25204.377358490565,-1.962906434400461e-10
25204.528301886792,-1.1862597592702583e-10
25204.67924528302,2.0542667581891507e-11
25204.830188679247,1.5361122759242028e-10
25204.98113207547,2.1672916530981493e-10
25205.132075471698,1.821653921896126e-10
25205.283018867925,7.037451767437912e-11
25205.43396226415,-6.301730393186869e-11
25205.584905660377,-1.567927065595806e-10
25205.735849056604,-1.740269362070738e-10
25205.88679245283,-1.1723056336016293e-10
25206.037735849055,-2.2490559176447707e-11
25206.188679245282,6.236597208673643e-11
25206.33962264151,1.0274277246718273e-10
25206.490566037737,9.204743137335643e-11
25206.64150943396,4.963694637345333e-11
25206.79245283019,5.194251901453332e-12
25206.943396226416,-1.984032077298411e-11
25207.094339622643,-2.250241577788554e-11
25207.245283018867,-1.5128873629207786e-11
25207.396226415094,-1.2685978832286981e-11
25207.54716981132,-2.041508240667055e-11
25207.69811320755,-3.059260925643388e-11
25207.849056603773,-3.010201700076363e-11
25208.0,-1.2421986217576181e-11
25208.150943396227,1.5585632907173395e-11
25208.30188679245,3.7642114733208705e-11
25208.45283018868,3.9946659076465466e-11
25208.603773584906,2.181313368582861e-11
25208.754716981133,-3.46392847353272e-12
25208.905660377357,-1.85744636994465e-11
25209.056603773584,-1.5429576034677996e-11
25209.20754716981,-1.1585266102880065e-12
25209.35849056604,8.242030242168455e-12
25209.509433962263,1.842590838876348e-12
25209.66037735849,-1.6037554782520566e-11
25209.811320754718,-2.838470547243244e-11
25209.962264150945,-1.973835152030316e-11
25210.11320754717,8.96016577809377e-12
25210.264150943396,3.776573662508264e-11
25210.415094339623,4.143049208677179e-11
25210.56603773585,1.0290893210224057e-11
25210.716981132075,-3.8015082204824556e-11
25210.867924528302,-6.715869261283623e-11
25211.01886792453,-4.742747725874004e-11
25211.169811320753,1.9574407854738504e-11
25211.32075471698,9.591534319229382e-11
25211.471698113208,1.2852156182495017e-10
25211.622641509435,8.441838564399641e-11
25211.77358490566,-2.346021192800548e-11
25211.924528301886,-1.3872509812003533e-10
25212.075471698114,-1.9295556909243774e-10
25212.22641509434,-1.4739794620495302e-10
25212.377358490565,-1.879959890662914e-11
25212.528301886792,1.2724309817304594e-10
25212.67924528302,2.1201963564436355e-10
25212.830188679247,1.876488872235022e-10
25212.98113207547,6.407553064972497e-11
25213.132075471698,-9.552483686122279e-11
25213.283018867925,-2.0765843457445574e-10
25213.43396226415,-2.117898413640209e-10
25213.584905660377,-1.0179973122704367e-10
25213.735849056604,6.970974421360525e-11
25213.88679245283,2.1626557073881405e-10
25214.037735849055,2.600170664085144e-10
25214.188679245282,1.7192326646473478e-10
25214.33962264151,-1.0398624883464292e-11
25214.490566037737,-1.98071263348216e-10
25214.64150943396,-2.946884297303071e-10
25214.79245283019,-2.475527926186729e-10
25214.943396226416,-7.856031499034844e-11
25215.094339622643,1.249047643154534e-10
25215.245283018867,2.570619105721632e-10
25215.396226415094,2.5325477136794113e-10
25215.54716981132,1.2627488577497483e-10
25215.69811320755,-4.3876501341974965e-11
25215.849056603773,-1.611855982012574e-10
25216.0,-1.7289450931773664e-10
25216.150943396227,-9.771035109458509e-11
25216.30188679245,-4.635817086701221e-12
25216.45283018868,4.132344074797292e-11
25216.603773584906,2.644855044377131e-11
25216.754716981133,-6.544393617809042e-12
25216.905660377357,8.292827439029464e-13
25217.056603773584,6.806275758316478e-11
25217.20754716981,1.5099701766778885e-10
25217.35849056604,1.7013297598026386e-10
25217.509433962263,7.41246272197238e-11
25217.66037735849,-1.0911347747862668e-10
25217.811320754718,-2.7633642707758306e-10
25217.962264150945,-3.1222732283436324e-10
25218.11320754717,-1.712993420002913e-10
25218.264150943396,8.027726951186913e-11
25218.415094339623,2.973781485760012e-10
25218.56603773585,3.4632136941820893e-10
25218.716981132075,1.9380504402978554e-10
25218.867924528302,-6.703090339731382e-11
25219.01886792453,-2.737868986543792e-10
25219.169811320753,-2.9897133186471174e-10
25219.32075471698,-1.3215227866492685e-10
25219.471698113208,1.1460479793884967e-10
25219.622641509435,2.810651560780092e-10
25219.77358490566,2.62694119155341e-10
