Tiempo (s),Velocidad (m/s)
46033.50943396227,-9.243525167496322e-12
46033.660377358494,-5.313246186866119e-11
46033.811320754714,-7.60647285619244e-11
46033.96226415094,-6.476673980200877e-11
46034.11320754717,-2.1931951911693663e-11
46034.264150943396,3.7167135341375584e-11
46034.41509433962,9.07553948045303e-11
46034.56603773585,1.1685472048482645e-10
46034.71698113208,1.0037212024971768e-10
46034.8679245283,4.098314347054227e-11
46035.018867924526,-4.191997875756595e-11
46035.16981132075,-1.1309457394435182e-10
46035.32075471698,-1.364310975302076e-10
46035.47169811321,-9.523223873358186e-11
46035.622641509435,-5.5771599771436786e-12
46035.77358490566,8.786368015164396e-11
46035.92452830189,1.341460183397284e-10
46036.07547169811,1.0490569331268999e-10
46036.22641509434,1.2524583833230385e-11
46036.377358490565,-9.42521208636916e-11
46036.52830188679,-1.5589779538515352e-10
46036.67924528302,-1.3488446209249077e-10
46036.83018867925,-3.7325757417476674e-11
46036.981132075474,8.8666527718753e-11
46037.1320754717,1.7739755778341072e-10
46037.28301886792,1.8022067883728622e-10
46037.43396226415,9.239303706902463e-11
46037.58490566038,-4.234028771563098e-11
46037.735849056604,-1.53143525783163e-10
46037.88679245283,-1.7977408609146233e-10
46038.03773584906,-1.070914719115147e-10
46038.188679245286,2.3532490936395438e-11
46038.339622641506,1.3495594693326491e-10
46038.49056603773,1.5817568529215125e-10
46038.64150943396,7.502086344891621e-11
46038.79245283019,-6.703375552015902e-11
46038.943396226416,-1.7994720841190428e-10
46039.09433962264,-1.8768465847599258e-10
46039.24528301887,-7.565057740295015e-11
46039.3962264151,1.0225803676886523e-10
46039.54716981132,2.349176049268632e-10
46039.698113207545,2.4848273578298537e-10
46039.84905660377,1.3158425990194746e-10
46040.0,-7.410406328486749e-11
46040.15094339623,-2.3061419772108248e-10
46040.301886792455,-2.709416606302742e-10
46040.45283018868,-1.7069864280349535e-10
46040.6037735849,2.1057802377160187e-11
46040.75471698113,1.9479294762841207e-10
46040.90566037736,2.67093759290619e-10
46041.056603773584,1.986089431211044e-10
46041.20754716981,2.5659863110050455e-11
46041.35849056604,-1.8030725223781002e-10
46041.50943396227,-2.93104499947695e-10
46041.660377358494,-2.64504799142641e-10
46041.811320754714,-1.0518347175860167e-10
46041.96226415094,1.635441555994344e-10
46042.11320754717,3.4340020040980403e-10
46042.264150943396,3.7024170377911083e-10
46042.41509433962,2.316185792475012e-10
46042.56603773585,-1.0622271574370896e-10
46042.71698113208,-4.043873866754748e-10
46042.8679245283,-4.5890131357568665e-10
46043.018867924526,-3.4585527935686604e-10
46043.16981132075,4.4623535400957e-11
46043.32075471698,4.2208399088444617e-10
46043.47169811321,4.907775086699116e-10
46043.622641509435,3.872539709356318e-10
46043.77358490566,-3.4259606924652944e-11
46043.92452830189,-4.2887058108846436e-10
46044.07547169811,-4.819363834010276e-10
46044.22641509434,-3.584650370327571e-10
46044.377358490565,7.751917630824218e-11
46044.52830188679,4.3318014650414664e-10
46044.67924528302,4.496946218613076e-10
46044.83018867925,2.85382547807694e-10
46044.981132075474,-1.406458124484772e-10
