Tiempo (s),Velocidad (m/s)
19625.811320754718,7.057002101294309e-11
19625.962264150945,6.701068644397797e-11
19626.11320754717,1.784079948647708e-11
19626.264150943396,-5.275552308356434e-11
19626.415094339623,-1.0273601828184471e-10
19626.56603773585,-9.908074249118048e-11
19626.716981132075,-4.02706901377462e-11
19626.867924528302,4.1484786923074807e-11
19627.01886792453,1.001418618303809e-10
19627.169811320753,1.0435523638556197e-10
19627.32075471698,5.5613817745787387e-11
19627.471698113208,-1.513499888447006e-11
19627.622641509435,-6.842338404043062e-11
19627.77358490566,-7.974273245341463e-11
19627.924528301886,-5.080264374293625e-11
19628.075471698114,-3.833286430417248e-12
19628.22641509434,3.436777922999228e-11
19628.377358490565,4.7176464135297726e-11
19628.528301886792,3.39229501691541e-11
19628.67924528302,6.45944537375227e-12
19628.830188679247,-1.8756985051676955e-11
19628.98113207547,-2.8478107644083975e-11
19629.132075471698,-1.841710873433387e-11
19629.283018867925,4.270910566340418e-12
19629.43396226415,2.4054967086851032e-11
19629.584905660377,2.6104805550976402e-11
19629.735849056604,6.450628279680029e-12
19629.88679245283,-2.4162974943756683e-11
19630.037735849055,-4.588594178107042e-11
19630.188679245282,-4.1611629628079605e-11
19630.33962264151,-8.257971677438857e-12
19630.490566037737,3.950611486220206e-11
19630.64150943396,7.645371362832198e-11
19630.79245283019,8.097533591669986e-11
19630.943396226416,4.693345338028153e-11
19631.094339622643,-1.3590219690745357e-11
19631.245283018867,-7.634484100661427e-11
19631.396226415094,-1.1541844458457487e-10
19631.54716981132,-1.1373619727787577e-10
19631.69811320755,-6.953912343392506e-11
19631.849056603773,3.594579792910302e-12
19632.0,8.209917192998946e-11
19632.150943396227,1.3978065618461068e-10
19632.30188679245,1.5493893696736665e-10
19632.45283018868,1.1709808252056237e-10
19632.603773584906,3.277291927016171e-11
19632.754716981133,-7.269254557709986e-11
19632.905660377357,-1.607860306788296e-10
19633.056603773584,-1.9376118495441177e-10
19633.20754716981,-1.5235882562044927e-10
19633.35849056604,-4.8217717590997984e-11
19633.509433962263,7.754123252039169e-11
19633.66037735849,1.7128065435935306e-10
19633.811320754718,1.919665181289235e-10
19633.962264150945,1.3164282255342e-10
19634.11320754717,2.026326943285173e-11
