Tiempo (s),Velocidad (m/s)
50936.15094339623,2.913852006739675e-10
50936.301886792455,3.41485684441039e-10
50936.45283018868,2.457637449773761e-10
50936.6037735849,-1.4908333973106647e-11
50936.75471698113,-2.2729464549468245e-10
50936.90566037736,-2.8809773345587854e-10
50937.056603773584,-2.0722375744225682e-10
50937.20754716981,-1.2833282293286107e-11
50937.35849056604,1.4248544926995713e-10
50937.50943396227,1.9511793868868287e-10
50937.660377358494,1.2623804796732513e-10
50937.811320754714,-7.203232590043301e-12
50937.96226415094,-1.2029669567339303e-10
50938.11320754717,-1.515205505087743e-10
50938.264150943396,-9.211962541996336e-11
50938.41509433962,1.7848951526925143e-11
50938.56603773585,1.169770503032607e-10
50938.71698113208,1.5425413091754534e-10
50938.8679245283,1.103086747672962e-10
50939.018867924526,3.4136288001161336e-12
50939.16981132075,-1.179160094066704e-10
50939.32075471698,-1.9297964069763052e-10
50939.47169811321,-1.7467498325524608e-10
50939.622641509435,-6.006596701806114e-11
50939.77358490566,1.2057822226491098e-10
50939.92452830189,2.5761047733629047e-10
50940.07547169811,2.800695095003703e-10
50940.22641509434,1.719659547399369e-10
50940.377358490565,-7.817784567365991e-11
50940.52830188679,-2.981108720812289e-10
50940.67924528302,-3.5346712575575293e-10
50940.83018867925,-2.6405245889095365e-10
50940.981132075474,1.2128053542706421e-11
50941.1320754717,2.6538029977849045e-10
50941.28301886792,3.2324951536546877e-10
50941.43396226415,2.37634803667912e-10
50941.58490566038,-2.0428611001814557e-11
50941.735849056604,-1.986479938963908e-10
50941.88679245283,-2.2865140483441298e-10
50942.03773584906,-1.0298211698986731e-10
50942.188679245286,1.3379469471180566e-10
50942.339622641506,2.3057322718445398e-10
50942.49056603773,1.8238813032571743e-10
50942.64150943396,-3.991758949049229e-11
50942.79245283019,-2.6481180801875384e-10
50942.943396226416,-3.0397719725450975e-10
50943.09433962264,-1.9167933664823266e-10
50943.24528301887,1.1638220474942863e-10
50943.3962264151,3.147816632644736e-10
50943.54716981132,3.292598302254541e-10
50943.698113207545,1.719126685836042e-10
50943.84905660377,-1.4544955135842476e-10
50944.0,-2.982256709229154e-10
50944.15094339623,-2.8074412941220773e-10
50944.301886792455,-9.914564124985126e-11
50944.45283018868,1.735741914684277e-10
50944.6037735849,2.7141972719716107e-10
50944.75471698113,2.2216958258951609e-10
