Tiempo (s),Velocidad (m/s)
73555.32075471699,2.3433921601371884e-10
73555.47169811321,2.6567352350258814e-10
73555.62264150943,1.5121099956410122e-10
73555.77358490566,-5.871310964881199e-11
73555.92452830188,-2.2238858991246624e-10
73556.07547169812,-2.715940404769947e-10
73556.22641509434,-1.8077684732215073e-10
73556.37735849057,-1.2117825466757208e-12
73556.52830188679,1.7069969223966888e-10
73556.67924528301,2.5006784529807284e-10
73556.83018867925,1.9803053001353619e-10
73556.98113207547,4.527432323396063e-11
73557.1320754717,-1.300891100524413e-10
73557.28301886792,-2.2924806776830685e-10
73557.43396226416,-1.9661029238340095e-10
73557.58490566038,-4.979408694203378e-11
73557.7358490566,1.4250948284231908e-10
73557.88679245283,2.551256394444166e-10
73558.03773584905,2.266373111702597e-10
73558.18867924529,7.086540630064931e-11
73558.3396226415,-1.5433015459706473e-10
73558.49056603774,-2.819024514811494e-10
73558.64150943396,-2.6590087432649445e-10
73558.7924528302,-1.1450200600876081e-10
73558.94339622642,1.1194904952795153e-10
73559.09433962264,2.4414813850115624e-10
73559.24528301887,2.4106027654603513e-10
73559.39622641509,1.0894377226054419e-10
73559.54716981133,-7.208426513428225e-11
73559.69811320755,-1.857457898838272e-10
73559.84905660378,-1.7362738726850104e-10
73560.0,-5.27391922771741e-11
73560.15094339622,9.65474185603843e-11
73560.30188679245,1.8228262947802812e-10
73560.45283018867,1.5491036144322406e-10
73560.60377358491,3.261454562501252e-11
73560.75471698113,-1.1326900397808068e-10
73560.90566037736,-2.00797345798396e-10
73561.05660377358,-1.82522393102054e-10
73561.2075471698,-6.941589256932128e-11
73561.35849056604,7.703378407364808e-11
73561.50943396226,1.7877993768765756e-10
73561.6603773585,1.8318838142351886e-10
73561.81132075471,9.138407809060435e-11
73561.96226415095,-4.227435792905917e-11
73562.11320754717,-1.404988734688627e-10
73562.2641509434,-1.476333019744772e-10
73562.41509433962,-6.313442729328694e-11
73562.56603773584,5.7230018721421005e-11
73562.71698113208,1.354240877848136e-10
73562.8679245283,1.2070723261903865e-10
73563.01886792453,2.292463983593269e-11
73563.16981132075,-9.360329879824256e-11
73563.32075471699,-1.5292912131850231e-10
73563.47169811321,-1.1846264259215103e-10
73563.62264150943,-1.6537939331894454e-11
73563.77358490566,8.42930591758557e-11
73563.92452830188,1.2311722713042456e-10
73564.07547169812,8.879689220012175e-11
73564.22641509434,2.3116911953052632e-11
73564.37735849057,-1.6598065889453358e-11
73564.52830188679,-5.380040080610097e-12
73564.67924528301,2.959085545976601e-11
73564.83018867925,3.3919988207239825e-11
73564.98113207547,-2.3860949823651363e-11
73565.1320754717,-1.1820591977080738e-10
73565.28301886792,-1.7887547626500494e-10
73565.43396226416,-1.43677660778527e-10
73565.58490566038,-1.1911510925310611e-11
73565.7358490566,1.449731439058484e-10
73565.88679245283,2.281089460073379e-10
73566.03773584905,1.8113293556132385e-10
73566.18867924529,3.365153461645008e-11
73566.3396226415,-1.1669952738608165e-10
73566.49056603774,-1.7093118323866517e-10
73566.64150943396,-9.932828332685089e-11
73566.7924528302,3.869490851056364e-11
73566.94339622642,1.3833739144023352e-10
73567.09433962264,1.2525156151081352e-10
73567.24528301887,7.886893624659204e-12
73567.39622641509,-1.30961029577978e-10
73567.54716981133,-1.9524967943041475e-10
73567.69811320755,-1.4312910369206945e-10
73567.84905660378,-1.1877778205321913e-11
73568.0,1.1472288244737205e-10
73568.15094339622,1.683434098977294e-10
73568.30188679245,1.3947087538507142e-10
73568.45283018867,7.202227835242839e-11
73568.60377358491,1.879537166764799e-11
73568.75471698113,-2.787044084646516e-12
73568.90566037736,-1.820393403379002e-11
73569.05660377358,-6.250334040031932e-11
73569.2075471698,-1.3682656578349571e-10
73569.35849056604,-1.9457685555352312e-10
73569.50943396226,-1.728934462624616e-10
73569.6603773585,-4.827659478509594e-11
73569.81132075471,1.3941799752539604e-10
73569.96226415095,2.7744707446301364e-10
73570.11320754717,2.8551447559519503e-10
73570.2641509434,1.5407113213648007e-10
73570.41509433962,-8.487900810285699e-11
73570.56603773584,-2.488792983836564e-10
73570.71698113208,-2.7831024810798707e-10
73570.8679245283,-1.6058106150363395e-10
73571.01886792453,4.871930000057966e-11
73571.16981132075,1.9807142108968215e-10
73571.32075471699,2.3040283323594745e-10
73571.47169811321,1.3763020038708639e-10
73571.62264150943,-1.3276258021063873e-11
73571.77358490566,-1.3536893809402866e-10
73571.92452830188,-1.7390858796706842e-10
73572.07547169812,-1.2875015665436736e-10
73572.22641509434,-3.9774219161638014e-11
73572.37735849057,4.5935146861390626e-11
73572.52830188679,9.90327797850384e-11
73572.67924528301,1.1198629063739831e-10
73572.83018867925,8.899266626886358e-11
73572.98113207547,3.755043063037064e-11
73573.1320754717,-2.9899298805317166e-11
73573.28301886792,-9.049092422212877e-11
73573.43396226416,-1.1453125970494357e-10
73573.58490566038,-8.27146451424371e-11
73573.7358490566,-5.5874354530460616e-12
73573.88679245283,7.388969373212292e-11
73574.03773584905,1.0389746162123004e-10
73574.18867924529,6.101019805736751e-11
73574.3396226415,-2.6735001492285148e-11
73574.49056603774,-9.300980955239832e-11
73574.64150943396,-7.889458875367783e-11
73574.7924528302,1.9694793678891372e-11
73574.94339622642,1.398508150140501e-10
73575.09433962264,1.8931585367082528e-10
73575.24528301887,1.1178594131874695e-10
73575.39622641509,-6.540592281966602e-11
73575.54716981133,-2.4179530724877337e-10
73575.69811320755,-3.012975193213607e-10
73575.84905660378,-2.0495533160563358e-10
73576.0,2.8550178846411683e-11
73576.15094339622,2.332691933647354e-10
73576.30188679245,3.071438052485178e-10
73576.45283018867,2.1508972083269692e-10
73576.60377358491,3.316475157517174e-12
73576.75471698113,-1.693505912027092e-10
73576.90566037736,-2.1836210345427944e-10
73577.05660377358,-1.2220647822157217e-10
73577.2075471698,4.336796304764125e-11
73577.35849056604,1.6284738030238812e-10
73577.50943396226,1.609136765401367e-10
73577.6603773585,4.432972840305188e-11
73577.81132075471,-1.064643120540329e-10
73577.96226415095,-1.9387553608757794e-10
73578.11320754717,-1.6541862198910745e-10
73578.2641509434,-4.2671012978023604e-11
73578.41509433962,9.77010398470174e-11
73578.56603773584,1.7434823132102731e-10
73578.71698113208,1.4947497868052758e-10
73578.8679245283,4.6779955759375214e-11
73579.01886792453,-6.77182517311751e-11
73579.16981132075,-1.2679261296382652e-10
73579.32075471699,-9.986432108550049e-11
