Tiempo (s),Velocidad (m/s)
23302.79245283019,-9.103936633775427e-11
23302.943396226416,-7.603264265670074e-11
23303.094339622643,-1.4738611790399473e-11
23303.245283018867,5.211540349017748e-11
23303.396226415094,8.230258971226526e-11
23303.54716981132,6.073407572430848e-11
23303.69811320755,6.755144084082279e-12
23303.849056603773,-4.267964780882147e-11
23304.0,-5.91565576101512e-11
23304.150943396227,-3.9179103131206865e-11
23304.30188679245,-1.6024756373594449e-12
23304.45283018868,2.8553356544512062e-11
23304.603773584906,3.6507613600497805e-11
23304.754716981133,2.3641976195404616e-11
23304.905660377357,2.032232535578304e-12
23305.056603773584,-1.516172878107866e-11
23305.20754716981,-2.0111522601059352e-11
23305.35849056604,-1.2003211440949277e-11
23305.509433962263,3.608327496332886e-12
23305.66037735849,1.6791300649279594e-11
23305.811320754718,1.782238897576396e-11
23305.962264150945,3.70432296180709e-12
23306.11320754717,-1.796475565002482e-11
23306.264150943396,-3.2451561838488234e-11
23306.415094339623,-2.7892336235062384e-11
23306.56603773585,-4.722917233528757e-12
23306.716981132075,2.3375085417866546e-11
23306.867924528302,3.862957900158848e-11
23307.01886792453,3.17951891577078e-11
23307.169811320753,8.537678870238964e-12
23307.32075471698,-1.523168097144119e-11
23307.471698113208,-2.516789639919901e-11
23307.622641509435,-1.8211266682787372e-11
23307.77358490566,-3.171779992778657e-12
23307.924528301886,7.347706437076128e-12
23308.075471698114,6.71279542680574e-12
23308.22641509434,-1.7766063645255484e-12
23308.377358490565,-8.930693493900226e-12
23308.528301886792,-7.628159139350674e-12
23308.67924528302,1.7995104702522579e-12
23308.830188679247,1.2434559280284321e-11
23308.98113207547,1.6435234299948006e-11
23309.132075471698,1.0774783903452874e-11
23309.283018867925,-9.869182363353822e-13
23309.43396226415,-1.1552399882310083e-11
23309.584905660377,-1.4831584825912708e-11
23309.735849056604,-9.585023068234963e-12
23309.88679245283,2.2643610048440557e-13
23310.037735849055,8.171204844659667e-12
23310.188679245282,9.354935865435237e-12
23310.33962264151,3.4497838589243463e-12
23310.490566037737,-4.982476671851932e-12
23310.64150943396,-9.304815351401427e-12
23310.79245283019,-5.398911570040449e-12
23310.943396226416,4.833643539427556e-12
23311.094339622643,1.3924308254419865e-11
23311.245283018867,1.382947454800893e-11
23311.396226415094,2.494716783201878e-12
23311.54716981132,-1.312525648434146e-11
23311.69811320755,-2.1026156024751927e-11
23311.849056603773,-1.3328636185689209e-11
23312.0,6.1152654189014e-12
23312.150943396227,2.2699605082910983e-11
23312.30188679245,2.1657134648786702e-11
23312.45283018868,8.956453995751743e-13
23312.603773584906,-2.5017294442615256e-11
23312.754716981133,-3.490150613759965e-11
23312.905660377357,-1.8074682560057303e-11
23313.056603773584,1.5809658069508318e-11
23313.20754716981,4.2938970785274786e-11
23313.35849056604,4.2604451547574215e-11
23313.509433962263,1.2388257187418679e-11
23313.66037735849,-2.9045325183651494e-11
23313.811320754718,-5.329130292007505e-11
23313.962264150945,-4.104838705996672e-11
23314.11320754717,3.1552588265802726e-12
23314.264150943396,5.1026224070556595e-11
23314.415094339623,6.759613174796487e-11
23314.56603773585,3.5723974079371405e-11
23314.716981132075,-2.8691187422615794e-11
23314.867924528302,-8.384721122980922e-11
23315.01886792453,-8.959942421763712e-11
23315.169811320753,-3.6611487014590454e-11
23315.32075471698,4.508642898105316e-11
23315.471698113208,1.051552602393136e-10
23315.622641509435,1.0590146712291783e-10
23315.77358490566,4.636663865884585e-11
23315.924528301886,-3.770029753136976e-11
23316.075471698114,-9.697961705920284e-11
23316.22641509434,-9.947705131685891e-11
23316.377358490565,-4.931142994591702e-11
23316.528301886792,1.8368489571938635e-11
23316.67924528302,6.212049684659573e-11
23316.830188679247,6.120402843854316e-11
23316.98113207547,2.6460192120516647e-11
23317.132075471698,-1.124518809977174e-11
23317.283018867925,-2.5124084917847354e-11
23317.43396226415,-1.0881283115090338e-11
23317.584905660377,1.3328695371554654e-11
23317.735849056604,2.360477426656736e-11
23317.88679245283,9.632574636680227e-12
23318.037735849055,-1.8181710940642286e-11
23318.188679245282,-3.814474300903578e-11
23318.33962264151,-3.4709117891009284e-11
23318.490566037737,-9.986982073844187e-12
23318.64150943396,1.887935778655861e-11
23318.79245283019,3.327448792927743e-11
23318.943396226416,2.6449484244074884e-11
23319.094339622643,6.7894138443043655e-12
23319.245283018867,-1.0245061044775717e-11
23319.396226415094,-1.4160312345095987e-11
23319.54716981132,-6.055082426885894e-12
23319.69811320755,4.29866477074303e-12
23319.849056603773,7.343257660008246e-12
23320.0,1.0461230577094909e-12
23320.150943396227,-8.626432383250853e-12
23320.30188679245,-1.3398711198249121e-11
23320.45283018868,-9.323144565557085e-12
23320.603773584906,7.490261311441639e-13
23320.754716981133,1.0037472051035662e-11
23320.905660377357,1.3059636457891566e-11
23321.056603773584,9.05051020214144e-12
23321.20754716981,1.5477266738796057e-12
23321.35849056604,-4.711522177911534e-12
23321.509433962263,-6.846101904971701e-12
23321.66037735849,-4.912947850890801e-12
23321.811320754718,-1.0292662550855231e-12
23321.962264150945,2.217247562761926e-12
23322.11320754717,3.0054149205849895e-12
23322.264150943396,9.423452681888262e-13
23322.415094339623,-2.6981987188400397e-12
23322.56603773585,-5.327979805588274e-12
23322.716981132075,-4.36146930389095e-12
23322.867924528302,7.811832514529069e-13
23323.01886792453,7.387288304695798e-12
23323.169811320753,1.0519423248382764e-11
23323.32075471698,6.541098001733151e-12
23323.471698113208,-3.235229733365121e-12
23323.622641509435,-1.2183687560145667e-11
23323.77358490566,-1.2736164802103277e-11
23323.924528301886,-2.8823851791637306e-12
23324.075471698114,1.0631178668032602e-11
23324.22641509434,1.630346596977323e-11
23324.377358490565,7.32268186092865e-12
23324.528301886792,-1.0865300814878186e-11
23324.67924528302,-2.252612273090753e-11
23324.830188679247,-1.4070881724807733e-11
23324.98113207547,1.2154191172890253e-11
23325.132075471698,3.602308881949076e-11
23325.283018867925,3.4353639488575214e-11
23325.43396226415,1.1444641791320755e-12
23325.584905660377,-4.435900039392812e-11
23325.735849056604,-6.940080951907274e-11
23325.88679245283,-5.069972938609038e-11
23326.037735849055,7.506921971384831e-12
23326.188679245282,7.268935127715584e-11
23326.33962264151,1.027428068191082e-10
23326.490566037737,7.406841468659832e-11
23326.64150943396,-4.530654105973308e-14
23326.79245283019,-7.597145552768908e-11
23326.943396226416,-1.0851885960520386e-10
