Tiempo (s),Velocidad (m/s)
57955.92452830189,-3.1472783595948223e-12
57956.07547169811,-4.490355547363896e-12
57956.22641509434,-3.2712359424916184e-12
57956.377358490565,-6.229333063143713e-13
57956.52830188679,1.611988014161375e-12
57956.67924528302,2.2607554892612404e-12
57956.83018867925,1.500071167639362e-12
57956.981132075474,4.4282790863666027e-13
57957.1320754717,7.87153217866724e-14
57957.28301886792,4.634282253892153e-13
57957.43396226415,8.011778083291004e-13
57957.58490566038,3.109933515132861e-13
57957.735849056604,-9.095164637752998e-13
57957.88679245283,-1.843866067252396e-12
57958.03773584906,-1.4642000014646484e-12
57958.188679245286,1.8069887865317705e-13
57958.339622641506,1.7577534308250303e-12
57958.49056603773,1.7053280445006495e-12
57958.64150943396,-2.3914314842906656e-13
57958.79245283019,-2.4632214026578824e-12
57958.943396226416,-2.6462230167980504e-12
57959.09433962264,8.301064974469634e-14
57959.24528301887,3.892397960027126e-12
57959.3962264151,5.340775354583202e-12
57959.54716981132,2.31315103564732e-12
57959.698113207545,-3.6016280470771867e-12
57959.84905660377,-7.697493883175837e-12
57960.0,-5.826903752747854e-12
57960.15094339623,1.6003862075398404e-12
57960.301886792455,8.967957924172781e-12
57960.45283018868,9.492846126223542e-12
57960.6037735849,1.2336625452429007e-12
57960.75471698113,-1.0045359934910455e-11
57960.90566037736,-1.4464340578164977e-11
57961.056603773584,-6.201885330278302e-12
57961.20754716981,1.0156495973982469e-11
57961.35849056604,2.1220453556918155e-11
57961.50943396227,1.4699210930430067e-11
57961.660377358494,-9.25868675847332e-12
57961.811320754714,-3.482221664447562e-11
57961.96226415094,-3.987992969472751e-11
57962.11320754717,-1.2906603690650809e-11
57962.264150943396,3.502309265675083e-11
57962.41509433962,7.365855698625079e-11
57962.56603773585,7.251602981720653e-11
57962.71698113208,2.333752764314049e-11
57962.8679245283,-5.028969040573928e-11
57963.018867924526,-1.0487995995034961e-10
57963.16981132075,-1.0431026121547848e-10
57963.32075471698,-4.447500770249672e-11
57963.47169811321,4.201195554758334e-11
57963.622641509435,1.0529885978661652e-10
57963.77358490566,1.0951990112544905e-10
57963.92452830189,5.500009529968828e-11
57964.07547169811,-2.320879675964585e-11
57964.22641509434,-7.886934124778987e-11
57964.377358490565,-8.377404321738079e-11
57964.52830188679,-4.320218765015579e-11
