Tiempo (s),Velocidad (m/s)
79683.77358490566,2.0777042721603664e-10
79683.92452830188,2.805027697467939e-10
79684.07547169812,2.0214063908158917e-10
79684.22641509434,2.8533532669591342e-11
79684.37735849057,-1.3719016523585533e-10
79684.52830188679,-2.0817136726225426e-10
79684.67924528301,-1.6181351466574107e-10
79684.83018867925,-4.432049913104318e-11
79684.98113207547,6.657146773236164e-11
79685.1320754717,1.12689126600201e-10
79685.28301886792,8.649349484546831e-11
79685.43396226416,2.5224159137142608e-11
79685.58490566038,-2.2415609205233465e-11
79685.7358490566,-3.061390190657621e-11
79685.88679245283,-8.557133953168904e-12
79686.03773584905,1.4206471766618353e-11
79686.18867924529,1.4233565216606713e-11
79686.3396226415,-8.585858559625035e-12
79686.49056603774,-3.4247820071107495e-11
79686.64150943396,-4.0850819584833115e-11
79686.7924528302,-2.2004759404222924e-11
79686.94339622642,9.578096167452091e-12
79687.09433962264,3.3195478830581074e-11
79687.24528301887,3.574004183458671e-11
79687.39622641509,1.965171803737159e-11
79687.54716981133,-1.3865435568812724e-12
79687.69811320755,-1.3835713832232317e-11
79687.84905660378,-1.3278368608927599e-11
79688.0,-5.05227178548114e-12
79688.15094339622,2.0501644570469338e-12
79688.30188679245,2.823533210970239e-12
79688.45283018867,-1.7928953345452346e-12
79688.60377358491,-7.152235289453954e-12
79688.75471698113,-9.005674273567888e-12
79688.90566037736,-5.8715603868477514e-12
79689.05660377358,1.0613727289859177e-12
79689.2075471698,9.012052738095598e-12
79689.35849056604,1.4408273485602928e-11
79689.50943396226,1.3794091694084932e-11
79689.6603773585,5.752809940939177e-12
79689.81132075471,-6.834026763229774e-12
79689.96226415095,-1.672884864326774e-11
79690.11320754717,-1.6352930707446156e-11
79690.2641509434,-4.1130847833925264e-12
79690.41509433962,1.2210036797454887e-11
79690.56603773584,1.951905320708897e-11
79690.71698113208,9.645424304282083e-12
79690.8679245283,-1.1954256477962422e-11
79691.01886792453,-2.7675699381773745e-11
79691.16981132075,-2.0869923032276573e-11
79691.32075471699,8.458172725868696e-12
79691.47169811321,3.9113244808415594e-11
79691.62264150943,4.230994825306968e-11
79691.77358490566,5.6931445085779254e-12
79691.92452830188,-5.100664777825756e-11
79692.07547169812,-8.433421381752074e-11
79692.22641509434,-5.777105186260989e-11
79692.37735849057,2.6275022879345227e-11
79692.52830188679,1.1922985251128233e-10
79692.67924528301,1.543164772487571e-10
79692.83018867925,9.360458978275987e-11
79692.98113207547,-3.9364905457768925e-11
79693.1320754717,-1.679969179808775e-10
79693.28301886792,-2.1032962936650036e-10
79693.43396226416,-1.3453332786334584e-10
79693.58490566038,1.7302429137664746e-11
79693.7358490566,1.5541561524662152e-10
79693.88679245283,2.0116067405236746e-10
79694.03773584905,1.370453716958696e-10
79694.18867924529,1.3227981783848496e-11
79694.3396226415,-9.205851614941864e-11
79694.49056603774,-1.2708950043118322e-10
79694.64150943396,-9.57761388606546e-11
79694.7924528302,-4.24535190464029e-11
79694.94339622642,-8.64417022609805e-12
79695.09433962264,9.116988124544002e-13
79695.24528301887,1.5230367407998598e-11
79695.39622641509,6.13001157858512e-11
79695.54716981133,1.2804776994519944e-10
79695.69811320755,1.6392625299074442e-10
79695.84905660378,1.1475005164591596e-10
79696.0,-2.5989722307470145e-11
79696.15094339622,-1.9584005645607743e-10
79696.30188679245,-2.9356086435702366e-10
79696.45283018867,-2.4468517504773956e-10
79696.60377358491,-5.7478480358326085e-11
79696.75471698113,1.7244607921944042e-10
79696.90566037736,3.1633554268747026e-10
79697.05660377358,2.916877060776959e-10
79697.2075471698,1.1461677293578563e-10
79697.35849056604,-1.0975257078471919e-10
79697.50943396226,-2.527800154132255e-10
79697.6603773585,-2.4107827420597695e-10
79697.81132075471,-9.826530087347339e-11
79697.96226415095,7.5331844212264e-11
79698.11320754717,1.696905275394421e-10
79698.2641509434,1.3466771577705444e-10
79698.41509433962,8.33653502686686e-12
79698.56603773584,-1.1202762613965651e-10
79698.71698113208,-1.3602588693001324e-10
79698.8679245283,-4.057804603043842e-11
79699.01886792453,1.1350353350580251e-10
79699.16981132075,2.1937070233891913e-10
79699.32075471699,1.9320463391083473e-10
79699.47169811321,3.151943591177896e-11
79699.62264150943,-1.801545087265578e-10
79699.77358490566,-3.151949770487806e-10
79699.92452830188,-2.833393605310551e-10
79700.07547169812,-9.040292334513032e-11
79700.22641509434,1.5883167639818933e-10
79700.37735849057,3.20150296187755e-10
79700.52830188679,2.9789098096755855e-10
79700.67924528301,1.0673350939506502e-10
79700.83018867925,-1.340185971065199e-10
79700.98113207547,-2.7357082965605835e-10
79701.1320754717,-2.2582518277547772e-10
79701.28301886792,-2.6533819003910056e-11
79701.43396226416,1.87987554029291e-10
79701.58490566038,2.6950954330900747e-10
79701.7358490566,1.571101951071628e-10
79701.88679245283,-7.9324186944426e-11
79702.03773584905,-2.825104708677319e-10
79702.18867924529,-3.115193506534274e-10
79702.3396226415,-1.375008438903773e-10
79702.49056603774,1.3354757608668764e-10
79702.64150943396,3.281288447186963e-10
79702.7924528302,3.1923930774081993e-10
79702.94339622642,1.1121888314080699e-10
79703.09433962264,-1.6175429388568681e-10
79703.24528301887,-3.232366742779466e-10
79703.39622641509,-2.7018455433835525e-10
79703.54716981133,-3.996113229329795e-11
79703.69811320755,2.1529204052774206e-10
79703.84905660378,3.2899282542609277e-10
79704.0,2.2813387584879778e-10
79704.15094339622,-2.169861779750569e-11
79704.30188679245,-2.6176816023031566e-10
79704.45283018867,-3.436031806898281e-10
79704.60377358491,-2.2155020424154515e-10
79704.75471698113,2.40529747455827e-11
79704.90566037736,2.4369690732328286e-10
79705.05660377358,3.1423300334351236e-10
79705.2075471698,2.1024485709501213e-10
79705.35849056604,9.035202101735386e-12
79705.50943396226,-1.6700229037480353e-10
79705.6603773585,-2.278103342923696e-10
79705.81132075471,-1.6274395122971052e-10
79705.96226415095,-3.2824797208371985e-11
79706.11320754717,7.833006035582526e-11
79706.2641509434,1.1758616573909485e-10
79706.41509433962,8.59749361035555e-11
79706.56603773584,2.438301846633241e-11
79706.71698113208,-2.1518008879128467e-11
79706.8679245283,-3.0329595500935777e-11
79707.01886792453,-1.1176955597812947e-11
79707.16981132075,1.0899138651789602e-11
79707.32075471699,1.5566697529903792e-11
79707.47169811321,-7.254515208398262e-13
79707.62264150943,-2.6067274643901817e-11
79707.77358490566,-4.293516472102285e-11
79707.92452830188,-3.868375477351908e-11
79708.07547169812,-1.1863833465885911e-11
79708.22641509434,2.6507909874472614e-11
79708.37735849057,5.647156542357472e-11
79708.52830188679,5.767723249545283e-11
79708.67924528301,2.1650823546621335e-11
79708.83018867925,-3.803069979030843e-11
79708.98113207547,-8.66333535281478e-11
79709.1320754717,-8.537776176071878e-11
79709.28301886792,-1.8540212802982023e-11
79709.43396226416,8.706215547333941e-11
79709.58490566038,1.6835457673134667e-10
79709.7358490566,1.6140312394295339e-10
79709.88679245283,4.707701004682794e-11
79710.03773584905,-1.2484218433373545e-10
79710.18867924529,-2.5578716000078904e-10
79710.3396226415,-2.5679927005916604e-10
79710.49056603774,-1.0984709145425725e-10
79710.64150943396,1.1088827604195666e-10
79710.7924528302,2.7770067567449056e-10
79710.94339622642,2.8770334454976193e-10
79711.09433962264,1.3082359633999396e-10
79711.24528301887,-9.921176351635694e-11
79711.39622641509,-2.612577650614619e-10
79711.54716981133,-2.5557442367583184e-10
79711.69811320755,-8.735476803392897e-11
79711.84905660378,1.3672520176988821e-10
79712.0,2.763955733733497e-10
79712.15094339622,2.4550113027525825e-10
79712.30188679245,6.334991816040903e-11
79712.45283018867,-1.6085065126771177e-10
79712.60377358491,-2.9704164815704914e-10
79712.75471698113,-2.711079910887247e-10
79712.90566037736,-1.0300999680752334e-10
79713.05660377358,1.1197204277609375e-10
79713.2075471698,2.6135314969895884e-10
79713.35849056604,2.7541888301993854e-10
79713.50943396226,1.5694192407661606e-10
79713.6603773585,-2.898361002648228e-11
